iterations,voters,mean,std,simple_majority,minority_decisive,minority_decisive_not_tyrannic,minority_tyranny,expert_tyranny,majority_correct,expert_correct
1000,9,0.95,0.068,0.012,0.988,0.988,0,0,1,0.982
1000,9,0.95,0.07,0.014,0.986,0.986,0.001,0,1,0.9825
1000,9,0.95,0.072,0.011,0.989,0.989,0,0,0.999,0.984
1000,9,0.95,0.074,0.006,0.994,0.994,0,0,0.999,0.984
1000,9,0.95,0.076,0.01,0.99,0.99,0,0,0.999,0.9795
1000,9,0.95,0.078,0.008,0.992,0.992,0,0,0.9995,0.9815
1000,9,0.95,0.08,0.011,0.989,0.989,0,0,1,0.984
1000,9,0.95,0.082,0.007,0.993,0.993,0,0,0.9995,0.9835
1000,9,0.95,0.084,0.002,0.998,0.998,0.001,0,1,0.9885
1000,9,0.95,0.086,0.008,0.992,0.992,0,0,0.9995,0.9825
1000,9,0.95,0.088,0.006,0.994,0.994,0.001,0,1,0.9795
1000,9,0.95,0.09,0.008,0.992,0.992,0,0,0.9995,0.98
1000,9,0.95,0.092,0.006,0.994,0.994,0,0,1,0.987
1000,9,0.95,0.094,0.002,0.998,0.998,0,0,0.998,0.9805
1000,9,0.95,0.096,0.004,0.996,0.996,0,0,1,0.985
1000,9,0.95,0.098,0.003,0.997,0.997,0,0,0.999,0.9815
1000,9,0.95,0.1,0.002,0.998,0.998,0,0,0.9995,0.978
1000,9,0.95,0.102,0.002,0.998,0.998,0.001,0,0.9985,0.981
1000,9,0.95,0.104,0,1,1,0,0,0.9985,0.9785
1000,9,0.95,0.106,0,1,1,0,0,0.9985,0.9805
1000,9,0.95,0.108,0.001,0.999,0.999,0.002,0,0.9975,0.987
1000,9,0.95,0.11,0.004,0.996,0.996,0.001,0,0.998,0.981
1000,9,0.95,0.112,0.001,0.999,0.999,0.002,0,0.999,0.981
1000,9,0.95,0.114,0.002,0.998,0.998,0,0,0.9995,0.979
1000,9,0.95,0.116,0.001,0.999,0.999,0.001,0,0.999,0.9775
1000,9,0.95,0.118,0.001,0.999,0.999,0.005,0,0.999,0.9775
1000,9,0.95,0.12,0,1,1,0,0,0.9975,0.9815
1000,9,0.95,0.122,0,1,1,0.001,0,0.998,0.982
1000,9,0.95,0.124,0,1,1,0.002,0,0.998,0.985
1000,9,0.95,0.126,0,1,1,0.005,0,0.9995,0.9785
1000,9,0.95,0.128,0,1,1,0.005,0,0.9985,0.977
1000,9,0.95,0.13,0.001,0.999,0.999,0.001,0,0.9975,0.9765
1000,9,0.95,0.132,0.001,0.999,0.999,0.006,0,0.9985,0.977
1000,9,0.95,0.134,0.004,0.996,0.996,0.005,0,0.998,0.977
1000,9,0.95,0.136,0.002,0.998,0.998,0.009,0,0.9975,0.9755
1000,9,0.95,0.138,0.002,0.998,0.998,0.006,0,0.9975,0.9755
1000,9,0.95,0.14,0.002,0.998,0.998,0.018,0,0.9925,0.9775
1000,9,0.95,0.142,0,1,1,0.007,0,0.998,0.975
1000,9,0.95,0.144,0.001,0.999,0.999,0.009,0,0.996,0.981
1000,9,0.95,0.146,0.001,0.999,0.999,0.009,0,0.999,0.973
1000,9,0.95,0.148,0,1,1,0.005,0,0.9955,0.9755
1000,9,0.95,0.15,0,1,1,0.009,0,0.9945,0.978
1000,9,0.95,0.152,0,1,1,0.018,0,0.9945,0.976
1000,9,0.95,0.154,0,1,1,0.008,0,0.9955,0.978
1000,9,0.95,0.156,0.001,0.999,0.999,0.016,0,0.9975,0.9715
1000,9,0.95,0.158,0,1,1,0.017,0,0.997,0.9695
1000,9,0.95,0.16,0,1,1,0.019,0,0.996,0.973
1000,9,0.95,0.162,0,1,1,0.015,0,0.9925,0.977
1000,9,0.95,0.164,0.002,0.998,0.998,0.025,0.001,0.994,0.978
1000,9,0.95,0.166,0,1,1,0.025,0,0.9955,0.9785
1000,9,0.95,0.168,0,1,1,0.019,0,0.993,0.9755
1000,9,0.95,0.17,0,1,1,0.021,0,0.99,0.9745
1000,9,0.95,0.172,0.001,0.999,0.999,0.03,0.001,0.9935,0.9685
1000,9,0.95,0.174,0,1,1,0.024,0,0.9895,0.972
1000,9,0.95,0.176,0.001,0.999,0.999,0.032,0,0.9935,0.9745
1000,9,0.95,0.178,0,1,1,0.033,0,0.99,0.971
1000,9,0.95,0.18,0,1,1,0.043,0,0.9925,0.9725
1000,9,0.95,0.182,0,1,1,0.034,0,0.993,0.9695
1000,9,0.95,0.184,0,1,1,0.041,0,0.996,0.975
1000,9,0.95,0.186,0,1,1,0.038,0.001,0.995,0.9685
1000,9,0.95,0.188,0,1,1,0.039,0.001,0.9935,0.9725
1000,9,0.95,0.19,0,1,1,0.05,0.001,0.992,0.9695
1000,9,0.95,0.192,0,1,1,0.038,0,0.993,0.968
1000,9,0.95,0.194,0,1,1,0.058,0,0.9915,0.9755
1000,9,0.95,0.196,0,1,1,0.034,0,0.9955,0.968
1000,9,0.95,0.198,0.001,0.999,0.999,0.055,0.001,0.9935,0.9735
1000,11,0.55,0.002,1,0,0,0,0,0.6315,0.55
1000,11,0.55,0.004,0.97,0.03,0.03,0,0,0.629,0.5575
1000,11,0.55,0.006,0.557,0.443,0.443,0,0,0.6365,0.566
1000,11,0.55,0.008,0.18,0.82,0.82,0,0,0.6145,0.5655
1000,11,0.55,0.01,0.041,0.959,0.959,0,0,0.6455,0.5685
1000,11,0.55,0.012,0.024,0.976,0.976,0,0,0.61,0.567
1000,11,0.55,0.014,0.005,0.995,0.995,0.001,0,0.6465,0.5705
1000,11,0.55,0.016,0,1,1,0.018,0,0.621,0.565
1000,11,0.55,0.018,0.001,0.999,0.999,0.029,0,0.6385,0.5815
1000,11,0.55,0.02,0,1,1,0.067,0,0.6455,0.569
1000,11,0.55,0.022,0,1,1,0.11,0,0.6465,0.582
1000,11,0.55,0.024,0,1,1,0.172,0,0.6495,0.5725
1000,11,0.55,0.026,0,1,1,0.18,0,0.656,0.605
1000,11,0.55,0.028,0,1,1,0.23,0,0.617,0.5925
1000,11,0.55,0.03,0,1,1,0.261,0,0.6475,0.602
1000,11,0.55,0.032,0,1,1,0.316,0,0.6585,0.6115
1000,11,0.55,0.034,0,1,1,0.368,0,0.638,0.618
1000,11,0.55,0.036,0,1,1,0.399,0,0.6545,0.6145
1000,11,0.55,0.038,0,1,1,0.397,0,0.65,0.598
1000,11,0.55,0.04,0,1,1,0.419,0,0.645,0.6075
1000,11,0.55,0.042,0,1,1,0.457,0,0.643,0.6175
1000,11,0.55,0.044,0,1,1,0.45,0,0.6735,0.637
1000,11,0.55,0.046,0,1,1,0.472,0,0.658,0.623
1000,11,0.55,0.048,0,1,1,0.467,0,0.682,0.622
1000,11,0.55,0.05,0,1,1,0.468,0,0.6735,0.6335
1000,11,0.55,0.052,0,1,1,0.504,0,0.6765,0.6395
1000,11,0.55,0.054,0,1,1,0.511,0,0.683,0.6455
1000,11,0.55,0.056,0,1,1,0.523,0,0.6855,0.651
1000,11,0.55,0.058,0,1,1,0.532,0,0.7135,0.663
1000,11,0.55,0.06,0,1,1,0.543,0,0.6935,0.6435
1000,11,0.55,0.062,0,1,1,0.541,0,0.702,0.6645
1000,11,0.55,0.064,0,1,1,0.535,0,0.703,0.67
1000,11,0.55,0.066,0,1,1,0.547,0,0.693,0.651
1000,11,0.55,0.068,0,1,1,0.552,0,0.6955,0.682
1000,11,0.55,0.07,0,1,1,0.585,0,0.705,0.6835
1000,11,0.55,0.072,0,1,1,0.582,0,0.713,0.6725
1000,11,0.55,0.074,0,1,1,0.557,0,0.7215,0.675
1000,11,0.55,0.076,0,1,1,0.575,0,0.716,0.68
1000,11,0.55,0.078,0,1,1,0.602,0,0.7155,0.674
1000,11,0.55,0.08,0,1,1,0.581,0,0.7085,0.6975
1000,11,0.55,0.082,0,1,1,0.574,0,0.7265,0.6865
1000,11,0.55,0.084,0,1,1,0.598,0,0.729,0.688
1000,11,0.55,0.086,0,1,1,0.602,0,0.733,0.6875
1000,11,0.55,0.088,0,1,1,0.6,0,0.738,0.6935
1000,11,0.55,0.09,0,1,1,0.596,0,0.739,0.7285
1000,11,0.55,0.092,0,1,1,0.605,0,0.7325,0.729
1000,11,0.55,0.094,0,1,1,0.626,0,0.736,0.7035
1000,11,0.55,0.096,0,1,1,0.599,0,0.7575,0.7195
1000,11,0.55,0.098,0,1,1,0.638,0,0.757,0.725
1000,11,0.55,0.1,0,1,1,0.584,0,0.746,0.751
1000,11,0.55,0.102,0,1,1,0.6,0,0.7495,0.743
1000,11,0.55,0.104,0,1,1,0.622,0,0.7575,0.7325
1000,11,0.55,0.106,0,1,1,0.583,0,0.7865,0.725
1000,11,0.55,0.108,0,1,1,0.624,0,0.77,0.715
1000,11,0.55,0.11,0,1,1,0.604,0.001,0.761,0.747
1000,11,0.55,0.112,0,1,1,0.6,0.001,0.7735,0.736
1000,11,0.55,0.114,0,1,1,0.627,0.002,0.7695,0.7545
1000,11,0.55,0.116,0,1,1,0.591,0.001,0.79,0.75
1000,11,0.55,0.118,0,1,1,0.651,0,0.7705,0.7605
1000,11,0.55,0.12,0,1,1,0.628,0.003,0.7865,0.757
1000,11,0.55,0.122,0,1,1,0.637,0.001,0.796,0.765
1000,11,0.55,0.124,0,1,1,0.62,0.002,0.798,0.7875
1000,11,0.55,0.126,0,1,1,0.642,0.003,0.797,0.758
1000,11,0.55,0.128,0,1,1,0.637,0.001,0.799,0.774
1000,11,0.55,0.13,0,1,1,0.644,0.004,0.8155,0.7775
1000,11,0.55,0.132,0,1,1,0.646,0.004,0.813,0.785
1000,11,0.55,0.134,0,1,1,0.605,0.001,0.8215,0.786
1000,11,0.55,0.136,0,1,1,0.663,0.001,0.8025,0.7985
1000,11,0.55,0.138,0,1,1,0.66,0.003,0.817,0.8055
1000,11,0.55,0.14,0,1,1,0.675,0.002,0.8065,0.807
1000,11,0.55,0.142,0,1,1,0.67,0.002,0.811,0.808
1000,11,0.55,0.144,0,1,1,0.652,0.005,0.822,0.8055
1000,11,0.55,0.146,0,1,1,0.645,0.004,0.824,0.809
1000,11,0.55,0.148,0,1,1,0.662,0.001,0.81,0.8305
1000,11,0.55,0.15,0,1,1,0.65,0.002,0.8365,0.818
1000,11,0.55,0.152,0,1,1,0.638,0.002,0.836,0.812
1000,11,0.55,0.154,0,1,1,0.682,0.003,0.8335,0.828
1000,11,0.55,0.156,0,1,1,0.681,0.006,0.8365,0.84
1000,11,0.55,0.158,0,1,1,0.678,0.005,0.852,0.8325
1000,11,0.55,0.16,0,1,1,0.674,0.003,0.855,0.8395
1000,11,0.55,0.162,0,1,1,0.652,0.006,0.846,0.819
1000,11,0.55,0.164,0,1,1,0.65,0.003,0.8565,0.8275
1000,11,0.55,0.166,0,1,1,0.668,0.005,0.8285,0.846
1000,11,0.55,0.168,0,1,1,0.674,0.002,0.8515,0.8385
1000,11,0.55,0.17,0,1,1,0.681,0.005,0.866,0.8385
1000,11,0.55,0.172,0,1,1,0.696,0.004,0.867,0.857
1000,11,0.55,0.174,0,1,1,0.651,0.005,0.86,0.8615
1000,11,0.55,0.176,0,1,1,0.684,0.004,0.8495,0.843
1000,11,0.55,0.178,0,1,1,0.654,0.003,0.866,0.854
1000,11,0.55,0.18,0,1,1,0.696,0.006,0.866,0.8595
1000,11,0.55,0.182,0,1,1,0.689,0.003,0.8565,0.8635
1000,11,0.55,0.184,0,1,1,0.664,0.008,0.883,0.858
1000,11,0.55,0.186,0,1,1,0.669,0.004,0.8685,0.8605
1000,11,0.55,0.188,0,1,1,0.675,0.007,0.8615,0.8715
1000,11,0.55,0.19,0,1,1,0.657,0.008,0.8855,0.852
1000,11,0.55,0.192,0,1,1,0.7,0.012,0.8675,0.875
1000,11,0.55,0.194,0,1,1,0.679,0.004,0.887,0.8775
1000,11,0.55,0.196,0,1,1,0.707,0.009,0.886,0.8655
1000,11,0.55,0.198,0,1,1,0.678,0.005,0.8815,0.878
1000,11,0.6,0.002,1,0,0,0,0,0.7625,0.591
1000,11,0.6,0.004,1,0,0,0,0,0.7435,0.6005
1000,11,0.6,0.006,1,0,0,0,0,0.742,0.6065
1000,11,0.6,0.008,0.968,0.032,0.032,0,0,0.738,0.602
1000,11,0.6,0.01,0.805,0.195,0.195,0,0,0.7635,0.624
1000,11,0.6,0.012,0.508,0.492,0.492,0,0,0.743,0.603
1000,11,0.6,0.014,0.314,0.686,0.686,0,0,0.7515,0.634
1000,11,0.6,0.016,0.138,0.862,0.862,0,0,0.7515,0.6305
1000,11,0.6,0.018,0.069,0.931,0.931,0,0,0.753,0.62
1000,11,0.6,0.02,0.05,0.95,0.95,0,0,0.752,0.614
1000,11,0.6,0.022,0.018,0.982,0.982,0,0,0.756,0.6355
1000,11,0.6,0.024,0.011,0.989,0.989,0,0,0.745,0.6345
1000,11,0.6,0.026,0.009,0.991,0.991,0,0,0.757,0.654
1000,11,0.6,0.028,0.002,0.998,0.998,0.003,0,0.76,0.6375
1000,11,0.6,0.03,0.001,0.999,0.999,0.005,0,0.7355,0.6515
1000,11,0.6,0.032,0.002,0.998,0.998,0.009,0,0.7665,0.6465
1000,11,0.6,0.034,0.002,0.998,0.998,0.02,0,0.732,0.6355
1000,11,0.6,0.036,0,1,1,0.032,0,0.758,0.6695
1000,11,0.6,0.038,0.001,0.999,0.999,0.052,0,0.7435,0.653
1000,11,0.6,0.04,0,1,1,0.075,0,0.7515,0.669
1000,11,0.6,0.042,0,1,1,0.076,0,0.7625,0.662
1000,11,0.6,0.044,0,1,1,0.126,0,0.758,0.663
1000,11,0.6,0.046,0,1,1,0.126,0,0.749,0.674
1000,11,0.6,0.048,0,1,1,0.146,0,0.77,0.671
1000,11,0.6,0.05,0.001,0.999,0.999,0.181,0,0.773,0.691
1000,11,0.6,0.052,0,1,1,0.205,0,0.777,0.6705
1000,11,0.6,0.054,0,1,1,0.207,0,0.769,0.6995
1000,11,0.6,0.056,0,1,1,0.237,0,0.768,0.686
1000,11,0.6,0.058,0,1,1,0.29,0,0.783,0.6925
1000,11,0.6,0.06,0,1,1,0.304,0,0.77,0.702
1000,11,0.6,0.062,0,1,1,0.32,0,0.7675,0.691
1000,11,0.6,0.064,0,1,1,0.318,0,0.766,0.7095
1000,11,0.6,0.066,0,1,1,0.335,0,0.78,0.7065
1000,11,0.6,0.068,0,1,1,0.381,0,0.7675,0.715
1000,11,0.6,0.07,0,1,1,0.352,0,0.7745,0.704
1000,11,0.6,0.072,0,1,1,0.365,0,0.79,0.71
1000,11,0.6,0.074,0,1,1,0.417,0,0.78,0.724
1000,11,0.6,0.076,0,1,1,0.411,0,0.7785,0.731
1000,11,0.6,0.078,0,1,1,0.432,0,0.7995,0.7345
1000,11,0.6,0.08,0,1,1,0.447,0,0.805,0.7545
1000,11,0.6,0.082,0,1,1,0.455,0,0.777,0.7265
1000,11,0.6,0.084,0,1,1,0.45,0,0.7975,0.7445
1000,11,0.6,0.086,0,1,1,0.451,0,0.8035,0.748
1000,11,0.6,0.088,0,1,1,0.458,0,0.796,0.7495
1000,11,0.6,0.09,0,1,1,0.497,0,0.7915,0.7395
1000,11,0.6,0.092,0,1,1,0.452,0,0.7945,0.7465
1000,11,0.6,0.094,0,1,1,0.487,0,0.8115,0.7635
1000,11,0.6,0.096,0,1,1,0.501,0,0.8195,0.7585
1000,11,0.6,0.098,0,1,1,0.514,0,0.8105,0.7515
1000,11,0.6,0.1,0,1,1,0.507,0,0.8195,0.7805
1000,11,0.6,0.102,0,1,1,0.518,0,0.818,0.7685
1000,11,0.6,0.104,0,1,1,0.528,0.002,0.8105,0.7715
1000,11,0.6,0.106,0,1,1,0.513,0,0.8135,0.786
1000,11,0.6,0.108,0,1,1,0.516,0.001,0.819,0.789
1000,11,0.6,0.11,0,1,1,0.545,0.001,0.825,0.7845
1000,11,0.6,0.112,0,1,1,0.511,0.002,0.8315,0.779
1000,11,0.6,0.114,0,1,1,0.551,0.001,0.8285,0.7935
1000,11,0.6,0.116,0,1,1,0.53,0.001,0.8375,0.798
1000,11,0.6,0.118,0,1,1,0.557,0.003,0.834,0.803
1000,11,0.6,0.12,0,1,1,0.579,0.003,0.822,0.8045
1000,11,0.6,0.122,0,1,1,0.542,0.002,0.85,0.8
1000,11,0.6,0.124,0,1,1,0.549,0,0.831,0.827
1000,11,0.6,0.126,0,1,1,0.532,0.001,0.85,0.802
1000,11,0.6,0.128,0,1,1,0.573,0.002,0.8445,0.8075
1000,11,0.6,0.13,0,1,1,0.566,0,0.852,0.816
1000,11,0.6,0.132,0,1,1,0.572,0.001,0.8575,0.837
1000,11,0.6,0.134,0,1,1,0.59,0.002,0.852,0.8145
1000,11,0.6,0.136,0,1,1,0.579,0.002,0.858,0.841
1000,11,0.6,0.138,0,1,1,0.579,0.002,0.852,0.8425
1000,11,0.6,0.14,0,1,1,0.601,0.004,0.8465,0.816
1000,11,0.6,0.142,0,1,1,0.588,0.003,0.869,0.8395
1000,11,0.6,0.144,0,1,1,0.594,0.007,0.8675,0.8325
1000,11,0.6,0.146,0,1,1,0.589,0.002,0.869,0.8495
1000,11,0.6,0.148,0,1,1,0.605,0.001,0.8705,0.8435
1000,11,0.6,0.15,0,1,1,0.615,0.002,0.873,0.84
1000,11,0.6,0.152,0,1,1,0.593,0,0.8525,0.8515
1000,11,0.6,0.154,0,1,1,0.618,0.003,0.8865,0.846
1000,11,0.6,0.156,0,1,1,0.622,0.002,0.8725,0.8525
1000,11,0.6,0.158,0,1,1,0.636,0.005,0.8825,0.849
1000,11,0.6,0.16,0,1,1,0.625,0.003,0.881,0.855
1000,11,0.6,0.162,0,1,1,0.64,0.007,0.898,0.88
1000,11,0.6,0.164,0,1,1,0.608,0.003,0.899,0.8665
1000,11,0.6,0.166,0,1,1,0.625,0.002,0.8805,0.863
1000,11,0.6,0.168,0,1,1,0.636,0.004,0.8905,0.861
1000,11,0.6,0.17,0,1,1,0.637,0.003,0.8925,0.8835
1000,11,0.6,0.172,0,1,1,0.643,0.002,0.901,0.8765
1000,11,0.6,0.174,0,1,1,0.611,0.004,0.898,0.8675
1000,11,0.6,0.176,0,1,1,0.632,0.001,0.8935,0.8815
1000,11,0.6,0.178,0,1,1,0.618,0.004,0.8925,0.878
1000,11,0.6,0.18,0,1,1,0.636,0.004,0.8885,0.895
1000,11,0.6,0.182,0,1,1,0.682,0,0.907,0.888
1000,11,0.6,0.184,0,1,1,0.656,0.002,0.8995,0.8945
1000,11,0.6,0.186,0,1,1,0.664,0.003,0.8855,0.8965
1000,11,0.6,0.188,0,1,1,0.664,0.007,0.9005,0.8935
1000,11,0.6,0.19,0,1,1,0.631,0.003,0.914,0.8825
1000,11,0.6,0.192,0,1,1,0.64,0.004,0.895,0.889
1000,11,0.6,0.194,0,1,1,0.678,0.003,0.9035,0.905
1000,11,0.6,0.196,0,1,1,0.654,0.006,0.9085,0.894
1000,11,0.6,0.198,0,1,1,0.668,0.006,0.91,0.894
1000,11,0.65,0.002,1,0,0,0,0,0.846,0.6565
1000,11,0.65,0.004,1,0,0,0,0,0.863,0.6465
1000,11,0.65,0.006,1,0,0,0,0,0.8465,0.6645
1000,11,0.65,0.008,1,0,0,0,0,0.845,0.659
1000,11,0.65,0.01,0.999,0.001,0.001,0,0,0.847,0.6795
1000,11,0.65,0.012,0.956,0.044,0.044,0,0,0.857,0.6675
1000,11,0.65,0.014,0.839,0.161,0.161,0,0,0.8445,0.664
1000,11,0.65,0.016,0.651,0.349,0.349,0,0,0.851,0.669
1000,11,0.65,0.018,0.463,0.537,0.537,0,0,0.845,0.6795
1000,11,0.65,0.02,0.317,0.683,0.683,0,0,0.8495,0.667
1000,11,0.65,0.022,0.197,0.803,0.803,0,0,0.848,0.7005
1000,11,0.65,0.024,0.101,0.899,0.899,0,0,0.865,0.697
1000,11,0.65,0.026,0.071,0.929,0.929,0,0,0.87,0.694
1000,11,0.65,0.028,0.034,0.966,0.966,0,0,0.85,0.6875
1000,11,0.65,0.03,0.044,0.956,0.956,0,0,0.8435,0.6995
1000,11,0.65,0.032,0.017,0.983,0.983,0,0,0.858,0.6905
1000,11,0.65,0.034,0.011,0.989,0.989,0,0,0.848,0.7145
1000,11,0.65,0.036,0.005,0.995,0.995,0,0,0.8495,0.706
1000,11,0.65,0.038,0.004,0.996,0.996,0,0,0.8485,0.7275
1000,11,0.65,0.04,0.003,0.997,0.997,0,0,0.857,0.7035
1000,11,0.65,0.042,0.003,0.997,0.997,0.002,0,0.8475,0.719
1000,11,0.65,0.044,0.001,0.999,0.999,0.005,0,0.8455,0.714
1000,11,0.65,0.046,0.001,0.999,0.999,0.007,0,0.8425,0.7205
1000,11,0.65,0.048,0,1,1,0.012,0,0.851,0.718
1000,11,0.65,0.05,0.002,0.998,0.998,0.009,0,0.8515,0.737
1000,11,0.65,0.052,0,1,1,0.026,0,0.8415,0.7565
1000,11,0.65,0.054,0,1,1,0.028,0,0.855,0.744
1000,11,0.65,0.056,0.001,0.999,0.999,0.044,0,0.85,0.752
1000,11,0.65,0.058,0.001,0.999,0.999,0.053,0,0.8475,0.754
1000,11,0.65,0.06,0.001,0.999,0.999,0.077,0,0.85,0.7505
1000,11,0.65,0.062,0,1,1,0.089,0,0.8615,0.7485
1000,11,0.65,0.064,0,1,1,0.096,0,0.8545,0.7525
1000,11,0.65,0.066,0,1,1,0.13,0,0.8495,0.7395
1000,11,0.65,0.068,0.001,0.999,0.999,0.131,0,0.867,0.7455
1000,11,0.65,0.07,0,1,1,0.15,0,0.8695,0.759
1000,11,0.65,0.072,0,1,1,0.172,0,0.8585,0.7585
1000,11,0.65,0.074,0,1,1,0.188,0,0.8535,0.7715
1000,11,0.65,0.076,0,1,1,0.226,0,0.8555,0.768
1000,11,0.65,0.078,0,1,1,0.231,0,0.866,0.7615
1000,11,0.65,0.08,0,1,1,0.24,0,0.8555,0.779
1000,11,0.65,0.082,0,1,1,0.245,0,0.8625,0.7985
1000,11,0.65,0.084,0,1,1,0.245,0,0.8685,0.7745
1000,11,0.65,0.086,0,1,1,0.269,0,0.8695,0.818
1000,11,0.65,0.088,0,1,1,0.277,0,0.871,0.7935
1000,11,0.65,0.09,0,1,1,0.315,0,0.876,0.8095
1000,11,0.65,0.092,0,1,1,0.326,0,0.8595,0.806
1000,11,0.65,0.094,0,1,1,0.316,0,0.868,0.8155
1000,11,0.65,0.096,0,1,1,0.325,0,0.8855,0.8145
1000,11,0.65,0.098,0,1,1,0.321,0,0.8695,0.813
1000,11,0.65,0.1,0,1,1,0.363,0,0.853,0.7965
1000,11,0.65,0.102,0,1,1,0.372,0,0.8855,0.8105
1000,11,0.65,0.104,0,1,1,0.38,0.001,0.8835,0.82
1000,11,0.65,0.106,0,1,1,0.358,0,0.878,0.8105
1000,11,0.65,0.108,0,1,1,0.424,0,0.886,0.8245
1000,11,0.65,0.11,0,1,1,0.421,0,0.8885,0.841
1000,11,0.65,0.112,0,1,1,0.396,0,0.8695,0.8415
1000,11,0.65,0.114,0,1,1,0.433,0,0.888,0.835
1000,11,0.65,0.116,0,1,1,0.422,0,0.8935,0.83
1000,11,0.65,0.118,0,1,1,0.438,0.001,0.8695,0.8455
1000,11,0.65,0.12,0,1,1,0.444,0.002,0.887,0.8305
1000,11,0.65,0.122,0,1,1,0.438,0.002,0.8905,0.8405
1000,11,0.65,0.124,0,1,1,0.462,0.001,0.889,0.8395
1000,11,0.65,0.126,0,1,1,0.452,0,0.875,0.8575
1000,11,0.65,0.128,0,1,1,0.512,0.002,0.894,0.856
1000,11,0.65,0.13,0,1,1,0.476,0,0.9095,0.8695
1000,11,0.65,0.132,0,1,1,0.462,0,0.891,0.864
1000,11,0.65,0.134,0,1,1,0.5,0.002,0.906,0.869
1000,11,0.65,0.136,0,1,1,0.506,0.001,0.8925,0.863
1000,11,0.65,0.138,0,1,1,0.548,0.001,0.894,0.8665
1000,11,0.65,0.14,0,1,1,0.512,0.003,0.9075,0.8795
1000,11,0.65,0.142,0,1,1,0.51,0.003,0.9015,0.8725
1000,11,0.65,0.144,0,1,1,0.524,0.001,0.9245,0.891
1000,11,0.65,0.146,0,1,1,0.513,0.002,0.9155,0.881
1000,11,0.65,0.148,0,1,1,0.552,0.003,0.9125,0.89
1000,11,0.65,0.15,0,1,1,0.514,0.003,0.913,0.8815
1000,11,0.65,0.152,0,1,1,0.56,0.002,0.9115,0.8845
1000,11,0.65,0.154,0,1,1,0.561,0.002,0.8935,0.9005
1000,11,0.65,0.156,0,1,1,0.582,0.001,0.917,0.888
1000,11,0.65,0.158,0,1,1,0.556,0.003,0.9135,0.8845
1000,11,0.65,0.16,0,1,1,0.546,0.002,0.9105,0.8865
1000,11,0.65,0.162,0,1,1,0.576,0.006,0.9135,0.891
1000,11,0.65,0.164,0,1,1,0.574,0.003,0.91,0.893
1000,11,0.65,0.166,0,1,1,0.59,0.004,0.9055,0.906
1000,11,0.65,0.168,0,1,1,0.59,0,0.9185,0.8865
1000,11,0.65,0.17,0,1,1,0.561,0.001,0.9215,0.8885
1000,11,0.65,0.172,0,1,1,0.578,0.002,0.9285,0.906
1000,11,0.65,0.174,0,1,1,0.612,0.005,0.9155,0.899
1000,11,0.65,0.176,0,1,1,0.563,0.001,0.9295,0.9055
1000,11,0.65,0.178,0,1,1,0.582,0.001,0.93,0.898
1000,11,0.65,0.18,0,1,1,0.591,0.003,0.915,0.8955
1000,11,0.65,0.182,0,1,1,0.586,0.003,0.908,0.8985
1000,11,0.65,0.184,0,1,1,0.598,0,0.9265,0.912
1000,11,0.65,0.186,0,1,1,0.608,0.003,0.9265,0.9095
1000,11,0.65,0.188,0,1,1,0.594,0.002,0.934,0.908
1000,11,0.65,0.19,0,1,1,0.599,0.001,0.9295,0.9135
1000,11,0.65,0.192,0,1,1,0.616,0.002,0.9165,0.9085
1000,11,0.65,0.194,0,1,1,0.603,0.002,0.9315,0.9065
1000,11,0.65,0.196,0,1,1,0.586,0.003,0.931,0.915
1000,11,0.65,0.198,0,1,1,0.619,0.002,0.9265,0.9145
1000,11,0.7,0.002,1,0,0,0,0,0.9195,0.7145
1000,11,0.7,0.004,1,0,0,0,0,0.9315,0.707
1000,11,0.7,0.006,1,0,0,0,0,0.9265,0.7025
1000,11,0.7,0.008,1,0,0,0,0,0.9295,0.708
1000,11,0.7,0.01,1,0,0,0,0,0.932,0.7185
1000,11,0.7,0.012,0.999,0.001,0.001,0,0,0.923,0.731
1000,11,0.7,0.014,0.988,0.012,0.012,0,0,0.9305,0.734
1000,11,0.7,0.016,0.932,0.068,0.068,0,0,0.9215,0.7345
1000,11,0.7,0.018,0.82,0.18,0.18,0,0,0.927,0.7415
1000,11,0.7,0.02,0.664,0.336,0.336,0,0,0.925,0.7345
1000,11,0.7,0.022,0.513,0.487,0.487,0,0,0.921,0.7295
1000,11,0.7,0.024,0.391,0.609,0.609,0,0,0.921,0.726
1000,11,0.7,0.026,0.264,0.736,0.736,0,0,0.926,0.7385
1000,11,0.7,0.028,0.177,0.823,0.823,0,0,0.929,0.739
1000,11,0.7,0.03,0.133,0.867,0.867,0,0,0.9225,0.7475
1000,11,0.7,0.032,0.088,0.912,0.912,0,0,0.9305,0.735
1000,11,0.7,0.034,0.059,0.941,0.941,0,0,0.927,0.761
1000,11,0.7,0.036,0.038,0.962,0.962,0,0,0.9185,0.757
1000,11,0.7,0.038,0.027,0.973,0.973,0,0,0.9195,0.772
1000,11,0.7,0.04,0.019,0.981,0.981,0,0,0.9235,0.761
1000,11,0.7,0.042,0.017,0.983,0.983,0,0,0.9265,0.7825
1000,11,0.7,0.044,0.009,0.991,0.991,0,0,0.925,0.7645
1000,11,0.7,0.046,0.007,0.993,0.993,0,0,0.917,0.7615
1000,11,0.7,0.048,0.006,0.994,0.994,0,0,0.9275,0.773
1000,11,0.7,0.05,0.003,0.997,0.997,0.001,0,0.921,0.7815
