voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
31,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,0.999,0.299,0.278,0.993,0.293,0.272,0.006,0.006,0.002,0.978,3.0,0.994
41,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,1.0,0.3,0.279,1.0,0.3,0.279,0.0,0.004,0.001,1.0,4.0,1.0
51,0.7,0.16,"TruncNorm[0.501,0.999]",1000,0.7212403603702423,0.1203812682978136,1.0,0.3,0.279,1.0,0.3,0.279,0.0,0.0,0.0,1.0,,1.0
3,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,0.871,0.171,0.13,0.841,0.141,0.1,0.03,0.0,0.0,0.77,,0.966
5,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,0.93,0.23,0.189,0.888,0.188,0.147,0.042,0.024,0.03,0.778,0.8,0.955
7,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,0.955,0.255,0.214,0.927,0.227,0.186,0.028,0.02,0.012,0.869,1.667,0.971
9,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,0.98,0.28,0.239,0.937,0.237,0.196,0.043,0.005,0.013,0.82,0.385,0.956
11,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,0.978,0.278,0.237,0.964,0.264,0.223,0.014,0.013,-0.001,0.941,-13.0,0.986
21,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,0.999,0.299,0.258,0.991,0.291,0.25,0.008,0.014,0.011,0.969,1.273,0.992
31,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,1.0,0.3,0.259,0.999,0.299,0.258,0.001,0.004,0.001,0.996,4.0,0.999
41,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,1.0,0.3,0.259,1.0,0.3,0.259,0.0,0.001,0.0,1.0,inf,1.0
51,0.7,0.32,"TruncNorm[0.501,0.999]",1000,0.7407068605415329,0.1378414411663158,1.0,0.3,0.259,1.0,0.3,0.259,0.0,0.0,0.0,1.0,,1.0
3,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,0.877,0.177,0.129,0.844,0.144,0.096,0.033,0.0,0.0,0.745,,0.962
5,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,0.932,0.232,0.184,0.888,0.188,0.14,0.044,0.022,0.028,0.761,0.786,0.953
7,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,0.967,0.267,0.219,0.93,0.23,0.182,0.037,0.021,0.017,0.831,1.235,0.962
9,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,0.98,0.28,0.232,0.948,0.248,0.2,0.032,0.009,0.007,0.862,1.286,0.967
11,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,0.99,0.29,0.242,0.961,0.261,0.213,0.029,0.007,0.005,0.88,1.4,0.971
21,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,1.0,0.3,0.252,0.995,0.295,0.247,0.005,0.017,0.005,0.98,3.4,0.995
31,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,1.0,0.3,0.252,0.996,0.296,0.248,0.004,0.001,0.0,0.984,inf,0.996
41,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,1.0,0.3,0.252,1.0,0.3,0.252,0.0,0.002,0.0,1.0,inf,1.0
51,0.7,0.64,"TruncNorm[0.501,0.999]",1000,0.7475278660881964,0.1423001020684838,1.0,0.3,0.252,1.0,0.3,0.252,0.0,0.0,0.0,1.0,,1.0
3,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,0.881,0.181,0.132,0.842,0.142,0.093,0.039,0.0,0.0,0.704,,0.956
5,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,0.946,0.246,0.197,0.897,0.197,0.148,0.049,0.028,0.032,0.751,0.875,0.948
7,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,0.971,0.271,0.222,0.941,0.241,0.192,0.03,0.022,0.013,0.865,1.692,0.969
9,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,0.982,0.282,0.233,0.951,0.251,0.202,0.031,0.005,0.006,0.867,0.833,0.968
11,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,0.987,0.287,0.238,0.969,0.269,0.22,0.018,0.009,0.003,0.924,3.0,0.982
21,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,0.999,0.299,0.25,0.997,0.297,0.248,0.002,0.014,0.006,0.992,2.333,0.998
31,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,1.0,0.3,0.251,0.998,0.298,0.249,0.002,0.001,0.001,0.992,1.0,0.998
41,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,1.0,0.3,0.251,1.0,0.3,0.251,0.0,0.001,0.0,1.0,inf,1.0
51,0.7,1.28,"TruncNorm[0.501,0.999]",1000,0.7493724721854067,0.1433969127796196,1.0,0.3,0.251,1.0,0.3,0.251,0.0,0.0,0.0,1.0,,1.0
3,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,0.876,0.176,0.126,0.839,0.139,0.089,0.037,0.0,0.0,0.707,,0.958
5,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,0.943,0.243,0.193,0.897,0.197,0.147,0.046,0.029,0.033,0.762,0.879,0.951
7,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,0.971,0.271,0.221,0.946,0.246,0.196,0.025,0.024,0.014,0.887,1.714,0.974
9,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,0.982,0.282,0.232,0.952,0.252,0.202,0.03,0.003,0.006,0.871,0.5,0.969
11,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,0.991,0.291,0.241,0.962,0.262,0.212,0.029,0.005,0.005,0.88,1.0,0.971
21,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,1.0,0.3,0.25,0.996,0.296,0.246,0.004,0.017,0.005,0.984,3.4,0.996
31,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,1.0,0.3,0.25,0.999,0.299,0.249,0.001,0.002,0.0,0.996,inf,0.999
41,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,1.0,0.3,0.25,1.0,0.3,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.7,2.56,"TruncNorm[0.501,0.999]",1000,0.7498425221468892,0.143669507043367,1.0,0.3,0.25,1.0,0.3,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.849,0.099,0.099,0.849,0.099,0.099,0.0,0.0,0.0,1.0,,1.0
5,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.888,0.138,0.138,0.888,0.138,0.138,0.0,0.02,0.02,1.0,1.0,1.0
7,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.929,0.179,0.179,0.929,0.179,0.179,0.0,0.021,0.021,1.0,1.0,1.0
9,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.944,0.194,0.194,0.944,0.194,0.194,0.0,0.007,0.007,1.0,1.0,1.0
11,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.97,0.22,0.22,0.97,0.22,0.22,0.0,0.013,0.013,1.0,1.0,1.0
21,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.994,0.244,0.244,0.994,0.244,0.244,0.0,0.012,0.012,1.0,1.0,1.0
31,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,0.999,0.249,0.249,0.999,0.249,0.249,0.0,0.003,0.003,1.0,1.0,1.0
41,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.001,1.0,1.0,1.0
51,0.75,0.01,"TruncNorm[0.501,0.999]",1000,0.75,0.01,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.82,0.07,0.07,0.82,0.07,0.07,0.0,0.0,0.0,1.0,,1.0
5,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.882,0.132,0.132,0.882,0.132,0.132,0.0,0.031,0.031,1.0,1.0,1.0
7,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.934,0.184,0.184,0.934,0.184,0.184,0.0,0.026,0.026,1.0,1.0,1.0
9,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.947,0.197,0.197,0.947,0.197,0.197,0.0,0.006,0.006,1.0,1.0,1.0
11,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.969,0.219,0.219,0.969,0.219,0.219,0.0,0.011,0.011,1.0,1.0,1.0
21,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.991,0.241,0.241,0.992,0.242,0.242,-0.001,0.012,0.011,1.004,1.091,1.001
31,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.998,0.248,0.248,0.998,0.248,0.248,0.0,0.003,0.004,1.0,0.75,1.0
41,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,0.999,0.249,0.249,0.999,0.249,0.249,0.0,0.001,0.001,1.0,1.0,1.0
51,0.75,0.02,"TruncNorm[0.501,0.999]",1000,0.75,0.02,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.001,1.0,1.0,1.0
3,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,0.836,0.086,0.086,0.835,0.085,0.085,0.001,0.0,0.0,0.988,,0.999
5,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,0.894,0.144,0.144,0.893,0.143,0.143,0.001,0.029,0.029,0.993,1.0,0.999
7,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,0.921,0.171,0.171,0.92,0.17,0.17,0.001,0.014,0.014,0.994,1.0,0.999
9,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,0.938,0.188,0.188,0.937,0.187,0.187,0.001,0.009,0.008,0.995,1.125,0.999
11,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,0.976,0.226,0.226,0.974,0.224,0.224,0.002,0.018,0.019,0.991,0.947,0.998
21,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,0.993,0.243,0.243,0.994,0.244,0.244,-0.001,0.01,0.009,1.004,1.111,1.001
31,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,1.0,0.25,0.25,0.999,0.249,0.249,0.001,0.003,0.004,0.996,0.75,0.999
41,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,0.04,"TruncNorm[0.501,0.999]",1000,0.75,0.0399999996175998,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,0.86,0.11,0.11,0.846,0.096,0.096,0.014,0.0,0.0,0.873,,0.984
5,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,0.894,0.144,0.144,0.887,0.137,0.137,0.007,0.021,0.017,0.951,1.235,0.992
7,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,0.927,0.177,0.177,0.916,0.166,0.166,0.011,0.015,0.017,0.938,0.882,0.988
9,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,0.967,0.217,0.217,0.956,0.206,0.206,0.011,0.02,0.02,0.949,1.0,0.989
11,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,0.97,0.22,0.22,0.962,0.212,0.212,0.008,0.003,0.002,0.964,1.5,0.992
21,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,0.992,0.242,0.242,0.992,0.242,0.242,0.0,0.015,0.011,1.0,1.364,1.0
31,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,1.0,0.25,0.25,0.998,0.248,0.248,0.002,0.003,0.004,0.992,0.75,0.998
41,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,0.08,"TruncNorm[0.501,0.999]",1000,0.75,0.0792122079161315,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.862,0.112,0.112,0.848,0.098,0.098,0.014,0.0,0.0,0.875,,0.984
5,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.933,0.183,0.183,0.898,0.148,0.148,0.035,0.025,0.036,0.809,0.694,0.962
7,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.958,0.208,0.208,0.918,0.168,0.168,0.04,0.01,0.012,0.808,0.833,0.958
9,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.972,0.222,0.222,0.937,0.187,0.187,0.035,0.01,0.007,0.842,1.429,0.964
11,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.975,0.225,0.225,0.955,0.205,0.205,0.02,0.009,0.002,0.911,4.5,0.979
21,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,0.997,0.247,0.247,0.991,0.241,0.241,0.006,0.018,0.011,0.976,1.636,0.994
31,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.005,0.002,1.0,2.5,1.0
41,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
51,0.75,0.16,"TruncNorm[0.501,0.999]",1000,0.75,0.121831827498384,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.865,0.115,0.115,0.839,0.089,0.089,0.026,0.0,0.0,0.774,,0.97
5,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.928,0.178,0.178,0.896,0.146,0.146,0.032,0.029,0.032,0.82,0.906,0.966
7,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.971,0.221,0.221,0.928,0.178,0.178,0.043,0.016,0.021,0.805,0.762,0.956
9,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.982,0.232,0.232,0.937,0.187,0.187,0.045,0.005,0.006,0.806,0.833,0.954
11,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.987,0.237,0.237,0.966,0.216,0.216,0.021,0.014,0.003,0.911,4.667,0.979
21,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,0.999,0.249,0.249,0.994,0.244,0.244,0.005,0.014,0.006,0.98,2.333,0.995
31,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,0.999,0.249,0.249,0.001,0.003,0.001,0.996,3.0,0.999
41,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,0.32,"TruncNorm[0.501,0.999]",1000,0.75,0.1380159869240552,1.0,0.25,0.25,0.999,0.249,0.249,0.001,-0.001,0.0,0.996,-inf,0.999
3,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.89,0.14,0.14,0.851,0.101,0.101,0.039,0.0,0.0,0.721,,0.956
5,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.945,0.195,0.195,0.9,0.15,0.15,0.045,0.025,0.027,0.769,0.926,0.952
7,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.956,0.206,0.206,0.919,0.169,0.169,0.037,0.01,0.006,0.82,1.667,0.961
9,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.979,0.229,0.229,0.952,0.202,0.202,0.027,0.016,0.012,0.882,1.333,0.972
11,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,0.989,0.239,0.239,0.969,0.219,0.219,0.02,0.009,0.005,0.916,1.8,0.98
21,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,0.993,0.243,0.243,0.007,0.012,0.006,0.972,2.0,0.993
31,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.004,0.0,1.0,inf,1.0
41,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
51,0.75,0.64,"TruncNorm[0.501,0.999]",1000,0.75,0.1423127615011607,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.895,0.145,0.145,0.854,0.104,0.104,0.041,0.0,0.0,0.717,,0.954
5,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.933,0.183,0.183,0.89,0.14,0.14,0.043,0.018,0.019,0.765,0.947,0.954
7,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.966,0.216,0.216,0.934,0.184,0.184,0.032,0.022,0.016,0.852,1.375,0.967
9,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.986,0.236,0.236,0.952,0.202,0.202,0.034,0.009,0.01,0.856,0.9,0.966
11,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.987,0.237,0.237,0.967,0.217,0.217,0.02,0.008,0.001,0.916,8.0,0.98
21,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,0.999,0.249,0.249,0.994,0.244,0.244,0.005,0.014,0.006,0.98,2.333,0.995
31,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,0.998,0.248,0.248,0.002,0.002,0.001,0.992,2.0,0.998
41,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
51,0.75,1.28,"TruncNorm[0.501,0.999]",1000,0.75,0.143397733057198,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.889,0.139,0.139,0.845,0.095,0.095,0.044,0.0,0.0,0.683,,0.951
5,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.944,0.194,0.194,0.887,0.137,0.137,0.057,0.021,0.027,0.706,0.778,0.94
7,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.959,0.209,0.209,0.933,0.183,0.183,0.026,0.023,0.008,0.876,2.875,0.973
9,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.978,0.228,0.228,0.956,0.206,0.206,0.022,0.011,0.01,0.904,1.1,0.978
11,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,0.989,0.239,0.239,0.969,0.219,0.219,0.02,0.007,0.006,0.916,1.167,0.98
21,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,0.994,0.244,0.244,0.006,0.013,0.006,0.976,2.167,0.994
31,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,0.997,0.247,0.247,0.003,0.002,0.0,0.988,inf,0.997
41,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,0.999,0.249,0.249,0.001,0.001,0.0,0.996,inf,0.999
51,0.75,2.56,"TruncNorm[0.501,0.999]",1000,0.75,0.1436695587713499,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.001,0.0,1.0,inf,1.0
3,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,0.923,0.123,0.123,0.923,0.123,0.123,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,0.933,0.133,0.133,0.933,0.133,0.133,0.0,0.005,0.005,1.0,1.0,1.0
7,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,0.965,0.165,0.165,0.965,0.165,0.165,0.0,0.016,0.016,1.0,1.0,1.0
9,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,0.979,0.179,0.179,0.979,0.179,0.179,0.0,0.007,0.007,1.0,1.0,1.0
11,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,0.985,0.185,0.185,0.985,0.185,0.185,0.0,0.003,0.003,1.0,1.0,1.0
21,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.008,0.008,1.0,1.0,1.0
31,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
41,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.01,"TruncNorm[0.501,0.999]",1000,0.8,0.01,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.888,0.088,0.088,0.888,0.088,0.088,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.956,0.156,0.156,0.956,0.156,0.156,0.0,0.034,0.034,1.0,1.0,1.0
7,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.971,0.171,0.171,0.971,0.171,0.171,0.0,0.008,0.008,1.0,1.0,1.0
9,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.975,0.175,0.175,0.975,0.175,0.175,0.0,0.002,0.002,1.0,1.0,1.0
11,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,0.993,0.193,0.193,0.993,0.193,0.193,0.0,0.009,0.009,1.0,1.0,1.0
21,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.004,0.004,1.0,1.0,1.0
31,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
41,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.02,"TruncNorm[0.501,0.999]",1000,0.8,0.02,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.903,0.103,0.103,0.903,0.103,0.103,0.0,0.0,0.0,1.0,,1.0
5,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.94,0.14,0.14,0.939,0.139,0.139,0.001,0.018,0.018,0.993,1.0,0.999
7,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.967,0.167,0.167,0.967,0.167,0.167,0.0,0.014,0.014,1.0,1.0,1.0
9,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.982,0.182,0.182,0.982,0.182,0.182,0.0,0.008,0.008,1.0,1.0,1.0
11,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,0.987,0.187,0.187,0.983,0.183,0.183,0.004,0.001,0.003,0.979,0.333,0.996
21,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.009,0.007,1.0,1.286,1.0
31,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
41,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.04,"TruncNorm[0.501,0.999]",1000,0.7999999326340882,0.0399998324268134,1.0,0.2,0.2,1.0,0.2,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.896,0.096,0.097,0.893,0.093,0.094,0.003,0.0,0.0,0.969,,0.997
5,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.956,0.156,0.157,0.943,0.143,0.144,0.013,0.025,0.03,0.917,0.833,0.986
7,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.976,0.176,0.177,0.968,0.168,0.169,0.008,0.013,0.01,0.955,1.3,0.992
9,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.987,0.187,0.188,0.983,0.183,0.184,0.004,0.008,0.006,0.979,1.333,0.996
11,0.8,0.08,"TruncNorm[0.501,0.999]",1000,0.7985735878490882,0.0780979656281642,0.986,0.186,0.187,0.984,0.184,0.185,0.002,0.001,-0.001,0.989,-1.0,0.998
