voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
51,0.9,0.02,"TruncNorm[0.501,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,0.974,0.074,0.075,0.974,0.074,0.075,0.0,0.0,0.0,1.0,,1.0
5,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,0.996,0.096,0.097,0.995,0.095,0.096,0.001,0.011,0.011,0.99,1.0,0.999
7,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,0.999,0.099,0.1,0.999,0.099,0.1,0.0,0.002,0.002,1.0,1.0,1.0
9,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,1.0,0.1,0.101,0.999,0.099,0.1,0.001,0.0,0.001,0.99,0.0,0.999
11,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,1.0,0.1,0.101,1.0,0.1,0.101,0.0,0.001,0.0,1.0,inf,1.0
21,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,1.0,0.1,0.101,1.0,0.1,0.101,0.0,0.0,0.0,1.0,,1.0
31,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,1.0,0.1,0.101,1.0,0.1,0.101,0.0,0.0,0.0,1.0,,1.0
41,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,1.0,0.1,0.101,1.0,0.1,0.101,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.04,"TruncNorm[0.501,0.999]",1000,0.8992488782186222,0.0390522055678438,1.0,0.1,0.101,1.0,0.1,0.101,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,0.951,0.051,0.068,0.947,0.047,0.064,0.004,0.0,0.0,0.941,,0.996
5,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,0.989,0.089,0.106,0.987,0.087,0.104,0.002,0.02,0.019,0.981,1.053,0.998
7,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,0.999,0.099,0.116,0.998,0.098,0.115,0.001,0.006,0.005,0.991,1.2,0.999
9,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,1.0,0.1,0.117,0.999,0.099,0.116,0.001,0.001,0.001,0.991,1.0,0.999
11,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,1.0,0.1,0.117,0.999,0.099,0.116,0.001,0.0,0.0,0.991,,0.999
21,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,1.0,0.1,0.117,1.0,0.1,0.117,0.0,0.001,0.0,1.0,inf,1.0
31,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,1.0,0.1,0.117,1.0,0.1,0.117,0.0,0.0,0.0,1.0,,1.0
41,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,1.0,0.1,0.117,1.0,0.1,0.117,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.08,"TruncNorm[0.501,0.999]",1000,0.8833633060987617,0.0669037894612007,1.0,0.1,0.117,1.0,0.1,0.117,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,0.935,0.035,0.104,0.922,0.022,0.091,0.013,0.0,0.0,0.875,,0.986
5,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,0.967,0.067,0.136,0.958,0.058,0.127,0.009,0.018,0.016,0.934,1.125,0.991
7,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,0.987,0.087,0.156,0.979,0.079,0.148,0.008,0.011,0.01,0.949,1.1,0.992
9,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,0.993,0.093,0.162,0.991,0.091,0.16,0.002,0.006,0.003,0.988,2.0,0.998
11,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,0.997,0.097,0.166,0.993,0.093,0.162,0.004,0.001,0.002,0.976,0.5,0.996
21,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,1.0,0.1,0.169,0.999,0.099,0.168,0.001,0.003,0.002,0.994,1.5,0.999
31,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,1.0,0.1,0.169,1.0,0.1,0.169,0.0,0.001,0.0,1.0,inf,1.0
41,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,1.0,0.1,0.169,1.0,0.1,0.169,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.16,"TruncNorm[0.501,0.999]",1000,0.8312859934203665,0.1100940672007376,1.0,0.1,0.169,1.0,0.1,0.169,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,0.917,0.017,0.139,0.885,-0.015,0.107,0.032,0.0,0.0,0.77,,0.965
5,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,0.952,0.052,0.174,0.931,0.031,0.153,0.021,0.023,0.017,0.88,1.353,0.978
7,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,0.973,0.073,0.195,0.95,0.05,0.172,0.023,0.009,0.011,0.882,0.818,0.976
9,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,0.99,0.09,0.212,0.965,0.065,0.187,0.025,0.008,0.009,0.882,0.889,0.975
11,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,0.993,0.093,0.215,0.983,0.083,0.205,0.01,0.009,0.002,0.954,4.5,0.99
21,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,1.0,0.1,0.222,0.998,0.098,0.22,0.002,0.008,0.004,0.991,2.0,0.998
31,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,1.0,0.1,0.222,1.0,0.1,0.222,0.0,0.001,0.0,1.0,inf,1.0
41,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,1.0,0.1,0.222,1.0,0.1,0.222,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.32,"TruncNorm[0.501,0.999]",1000,0.7776932341760557,0.1364626016234437,1.0,0.1,0.222,1.0,0.1,0.222,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,0.889,-0.011,0.132,0.853,-0.047,0.096,0.036,0.0,0.0,0.726,,0.96
5,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,0.938,0.038,0.181,0.89,-0.01,0.133,0.048,0.019,0.024,0.734,0.792,0.949
7,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,0.963,0.063,0.206,0.942,0.042,0.185,0.021,0.026,0.013,0.898,2.0,0.978
9,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,0.98,0.08,0.223,0.952,0.052,0.195,0.028,0.005,0.009,0.874,0.556,0.971
11,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,0.992,0.092,0.235,0.972,0.072,0.215,0.02,0.01,0.006,0.915,1.667,0.98
21,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,1.0,0.1,0.243,0.998,0.098,0.241,0.002,0.013,0.004,0.992,3.25,0.998
31,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,1.0,0.1,0.243,1.0,0.1,0.243,0.0,0.001,0.0,1.0,inf,1.0
41,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,1.0,0.1,0.243,1.0,0.1,0.243,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.64,"TruncNorm[0.501,0.999]",1000,0.7574128856372849,0.1421989152574676,1.0,0.1,0.243,1.0,0.1,0.243,0.0,0.0,0.0,1.0,,1.0
3,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,0.893,-0.007,0.141,0.833,-0.067,0.081,0.06,0.0,0.0,0.575,,0.933
5,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,0.944,0.044,0.192,0.902,0.002,0.15,0.042,0.035,0.025,0.781,1.4,0.956
7,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,0.962,0.062,0.21,0.915,0.015,0.163,0.047,0.007,0.009,0.776,0.778,0.951
9,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,0.981,0.081,0.229,0.959,0.059,0.207,0.022,0.022,0.01,0.904,2.2,0.978
11,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,0.987,0.087,0.235,0.964,0.064,0.212,0.023,0.003,0.003,0.902,1.0,0.977
21,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,0.999,0.099,0.247,0.994,0.094,0.242,0.005,0.015,0.006,0.98,2.5,0.995
31,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,1.0,0.1,0.248,0.999,0.099,0.247,0.001,0.003,0.001,0.996,3.0,0.999
41,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,1.0,0.1,0.248,1.0,0.1,0.248,0.0,0.001,0.0,1.0,inf,1.0
51,0.9,1.28,"TruncNorm[0.501,0.999]",1000,0.7518825260120099,0.1433903509268798,1.0,0.1,0.248,1.0,0.1,0.248,0.0,0.0,0.0,1.0,,1.0
3,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.891,-0.009,0.141,0.866,-0.034,0.116,0.025,0.0,0.0,0.822,,0.972
5,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.944,0.044,0.194,0.894,-0.006,0.144,0.05,0.014,0.026,0.742,0.538,0.947
7,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.968,0.068,0.218,0.937,0.037,0.187,0.031,0.022,0.012,0.857,1.833,0.968
9,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.98,0.08,0.23,0.951,0.051,0.201,0.029,0.007,0.006,0.874,1.167,0.97
11,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.989,0.089,0.239,0.962,0.062,0.212,0.027,0.006,0.005,0.887,1.2,0.973
21,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.998,0.098,0.248,0.991,0.091,0.241,0.007,0.015,0.005,0.972,3.0,0.993
31,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,0.999,0.099,0.249,0.998,0.098,0.248,0.001,0.004,0.001,0.996,4.0,0.999
41,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,1.0,0.1,0.25,1.0,0.1,0.25,0.0,0.001,0.001,1.0,1.0,1.0
51,0.9,2.56,"TruncNorm[0.501,0.999]",1000,0.7504724326521433,0.1436690932209757,1.0,0.1,0.25,1.0,0.1,0.25,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,0.996,0.046,0.046,0.996,0.046,0.046,0.0,0.0,0.0,1.0,,1.0
5,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,0.999,0.049,0.049,0.999,0.049,0.049,0.0,0.002,0.002,1.0,1.0,1.0
7,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.001,0.001,1.0,1.0,1.0
9,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
11,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
21,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
31,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
41,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.01,"TruncNorm[0.501,0.999]",1000,0.9499999756103809,0.0099999402452248,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,0.988,0.038,0.038,0.988,0.038,0.038,0.0,0.0,0.0,1.0,,1.0
5,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,0.999,0.049,0.049,0.999,0.049,0.049,0.0,0.006,0.006,1.0,1.0,1.0
7,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.001,0.001,1.0,1.0,1.0
9,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
11,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
21,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
31,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
41,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.02,"TruncNorm[0.501,0.999]",1000,0.949600398635246,0.0195002526105777,1.0,0.05,0.05,1.0,0.05,0.05,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,0.987,0.037,0.045,0.986,0.036,0.044,0.001,0.0,0.0,0.978,,0.999
5,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.007,0.007,1.0,1.0,1.0
7,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,0.999,0.049,0.057,0.001,-0.001,0.0,0.983,-inf,0.999
9,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.001,0.0,1.0,inf,1.0
11,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.0,0.0,1.0,,1.0
21,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.0,0.0,1.0,,1.0
31,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.0,0.0,1.0,,1.0
41,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.04,"TruncNorm[0.501,0.999]",1000,0.9415303816638694,0.0333654651813799,1.0,0.05,0.058,1.0,0.05,0.058,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,0.981,0.031,0.067,0.982,0.032,0.068,-0.001,0.0,0.0,1.015,,1.001
5,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,0.995,0.045,0.081,0.997,0.047,0.083,-0.002,0.008,0.007,1.025,1.143,1.002
7,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,0.999,0.049,0.085,0.999,0.049,0.085,0.0,0.001,0.002,1.0,0.5,1.0
9,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,0.999,0.049,0.085,0.999,0.049,0.085,0.0,0.0,0.0,1.0,,1.0
11,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,1.0,0.05,0.086,1.0,0.05,0.086,0.0,0.001,0.001,1.0,1.0,1.0
21,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,1.0,0.05,0.086,1.0,0.05,0.086,0.0,0.0,0.0,1.0,,1.0
31,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,1.0,0.05,0.086,1.0,0.05,0.086,0.0,0.0,0.0,1.0,,1.0
41,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,1.0,0.05,0.086,1.0,0.05,0.086,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.08,"TruncNorm[0.501,0.999]",1000,0.9137527922706667,0.0575328046145712,1.0,0.05,0.086,1.0,0.05,0.086,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,0.956,0.006,0.103,0.948,-0.002,0.095,0.008,0.0,0.0,0.922,,0.992
5,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,0.978,0.028,0.125,0.972,0.022,0.119,0.006,0.012,0.011,0.952,1.091,0.994
7,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,0.995,0.045,0.142,0.989,0.039,0.136,0.006,0.009,0.009,0.958,1.0,0.994
9,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,0.997,0.047,0.144,0.994,0.044,0.141,0.003,0.003,0.001,0.979,3.0,0.997
11,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,0.998,0.048,0.145,0.998,0.048,0.145,0.0,0.002,0.001,1.0,2.0,1.0
21,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,1.0,0.05,0.147,1.0,0.05,0.147,0.0,0.001,0.001,1.0,1.0,1.0
31,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,1.0,0.05,0.147,1.0,0.05,0.147,0.0,0.0,0.0,1.0,,1.0
41,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,1.0,0.05,0.147,1.0,0.05,0.147,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.16,"TruncNorm[0.501,0.999]",1000,0.8534261037542739,0.1026556580430055,1.0,0.05,0.147,1.0,0.05,0.147,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,0.912,-0.038,0.125,0.87,-0.08,0.083,0.042,0.0,0.0,0.665,,0.954
5,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,0.948,-0.002,0.161,0.925,-0.025,0.138,0.023,0.028,0.018,0.857,1.556,0.976
7,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,0.985,0.035,0.198,0.963,0.013,0.176,0.022,0.019,0.019,0.889,1.0,0.978
9,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,0.993,0.043,0.206,0.978,0.028,0.191,0.015,0.008,0.004,0.927,2.0,0.985
11,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,0.998,0.048,0.211,0.983,0.033,0.196,0.015,0.003,0.003,0.929,1.0,0.985
21,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,1.0,0.05,0.213,0.999,0.049,0.212,0.001,0.008,0.001,0.995,8.0,0.999
31,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,1.0,0.05,0.213,1.0,0.05,0.213,0.0,0.001,0.0,1.0,inf,1.0
41,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,1.0,0.05,0.213,1.0,0.05,0.213,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.32,"TruncNorm[0.501,0.999]",1000,0.7867110109807729,0.1352811298475507,1.0,0.05,0.213,1.0,0.05,0.213,0.0,0.0,0.0,1.0,,1.0
3,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,0.904,-0.046,0.144,0.84,-0.11,0.08,0.064,0.0,0.0,0.556,,0.929
5,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,0.935,-0.015,0.175,0.911,-0.039,0.151,0.024,0.036,0.016,0.863,2.25,0.974
7,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,0.976,0.026,0.216,0.935,-0.015,0.175,0.041,0.012,0.02,0.81,0.6,0.958
9,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,0.991,0.041,0.231,0.957,0.007,0.197,0.034,0.011,0.008,0.853,1.375,0.966
11,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,0.992,0.042,0.232,0.971,0.021,0.211,0.021,0.007,0.001,0.91,7.0,0.979
21,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,0.999,0.049,0.239,0.993,0.043,0.233,0.006,0.011,0.004,0.975,2.75,0.994
31,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,1.0,0.05,0.24,1.0,0.05,0.24,0.0,0.004,0.001,1.0,4.0,1.0
41,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,1.0,0.05,0.24,1.0,0.05,0.24,0.0,0.0,0.0,1.0,,1.0
51,0.95,0.64,"TruncNorm[0.501,0.999]",1000,0.7598797506301627,0.142110505886336,1.0,0.05,0.24,1.0,0.05,0.24,0.0,0.0,0.0,1.0,,1.0
3,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,0.892,-0.058,0.139,0.855,-0.095,0.102,0.037,0.0,0.0,0.735,,0.959
5,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,0.933,-0.017,0.18,0.889,-0.061,0.136,0.044,0.017,0.021,0.756,0.81,0.953
7,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,0.967,0.017,0.214,0.925,-0.025,0.172,0.042,0.018,0.017,0.804,1.059,0.957
9,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,0.984,0.034,0.231,0.963,0.013,0.21,0.021,0.019,0.009,0.909,2.111,0.979
11,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,0.987,0.037,0.234,0.963,0.013,0.21,0.024,0.0,0.002,0.898,0.0,0.976
21,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,0.999,0.049,0.246,0.995,0.045,0.242,0.004,0.016,0.006,0.984,2.667,0.996
31,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,1.0,0.05,0.247,0.999,0.049,0.246,0.001,0.002,0.001,0.996,2.0,0.999
41,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,1.0,0.05,0.247,1.0,0.05,0.247,0.0,0.001,0.0,1.0,inf,1.0
51,0.95,1.28,"TruncNorm[0.501,0.999]",1000,0.7525099676844302,0.1433846098421971,1.0,0.05,0.247,1.0,0.05,0.247,0.0,0.0,0.0,1.0,,1.0
3,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,0.886,-0.064,0.135,0.847,-0.103,0.096,0.039,0.0,0.0,0.712,,0.956
5,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,0.939,-0.011,0.188,0.907,-0.043,0.156,0.032,0.03,0.026,0.83,1.154,0.966
7,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,0.967,0.017,0.216,0.933,-0.017,0.182,0.034,0.013,0.014,0.843,0.929,0.965
9,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,0.985,0.035,0.234,0.973,0.023,0.222,0.012,0.02,0.009,0.949,2.222,0.988
11,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,0.988,0.038,0.237,0.963,0.013,0.212,0.025,-0.005,0.002,0.895,-2.5,0.975
21,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,1.0,0.05,0.249,0.994,0.044,0.243,0.006,0.016,0.006,0.976,2.667,0.994
31,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,1.0,0.05,0.249,0.998,0.048,0.247,0.002,0.002,0.0,0.992,inf,0.998
41,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,1.0,0.05,0.249,1.0,0.05,0.249,0.0,0.001,0.0,1.0,inf,1.0
51,0.95,2.56,"TruncNorm[0.501,0.999]",1000,0.7506299091444725,0.1436687311284967,1.0,0.05,0.249,1.0,0.05,0.249,0.0,0.0,0.0,1.0,,1.0
