voters,mean,std,true_mean,true_std,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
3,0.75,0.087,0.75,0.087,0.865,0.0,0.115,0.87,0.005
5,0.75,0.087,0.75,0.087,0.9,0.018,0.15,0.912,0.012
7,0.75,0.087,0.75,0.087,0.923,0.012,0.173,0.935,0.012
9,0.75,0.087,0.75,0.087,0.949,0.013,0.199,0.964,0.015
11,0.75,0.087,0.75,0.087,0.97,0.011,0.22,0.971,0.001
21,0.75,0.087,0.75,0.087,0.995,0.013,0.245,0.997,0.002
31,0.75,0.087,0.75,0.087,1.0,0.003,0.25,1.0,0.0
41,0.75,0.087,0.75,0.087,0.999,-0.001,0.249,1.0,0.001
51,0.75,0.087,0.75,0.087,1.0,0.001,0.25,1.0,0.0
3,0.75,0.139,0.75,0.139,0.841,0.0,0.091,0.872,0.031
5,0.75,0.139,0.75,0.139,0.906,0.033,0.156,0.942,0.036
7,0.75,0.139,0.75,0.139,0.935,0.015,0.185,0.958,0.023
9,0.75,0.139,0.75,0.139,0.943,0.004,0.193,0.983,0.04
11,0.75,0.139,0.75,0.139,0.963,0.01,0.213,0.985,0.022
21,0.75,0.139,0.75,0.139,0.995,0.016,0.245,1.0,0.005
31,0.75,0.139,0.75,0.139,0.999,0.002,0.249,1.0,0.001
41,0.75,0.139,0.75,0.139,1.0,0.001,0.25,1.0,0.0
51,0.75,0.139,0.75,0.139,1.0,0.0,0.25,1.0,0.0
3,0.8,0.058,0.8,0.058,0.895,0.0,0.095,0.897,0.002
5,0.8,0.058,0.8,0.058,0.952,0.028,0.152,0.952,0.0
7,0.8,0.058,0.8,0.058,0.969,0.009,0.169,0.973,0.004
9,0.8,0.058,0.8,0.058,0.978,0.005,0.178,0.98,0.002
11,0.8,0.058,0.8,0.058,0.99,0.006,0.19,0.991,0.001
21,0.8,0.058,0.8,0.058,0.999,0.005,0.199,1.0,0.001
31,0.8,0.058,0.8,0.058,1.0,0.001,0.2,1.0,0.0
41,0.8,0.058,0.8,0.058,1.0,0.0,0.2,1.0,0.0
51,0.8,0.058,0.8,0.058,1.0,0.0,0.2,1.0,0.0
3,0.8,0.113,0.8,0.113,0.907,0.0,0.107,0.914,0.007
5,0.8,0.113,0.8,0.113,0.95,0.021,0.15,0.961,0.011
7,0.8,0.113,0.8,0.113,0.96,0.005,0.16,0.984,0.024
9,0.8,0.113,0.8,0.113,0.975,0.008,0.175,0.989,0.014
11,0.8,0.113,0.8,0.113,0.985,0.005,0.185,0.997,0.012
21,0.8,0.113,0.8,0.113,0.998,0.007,0.198,1.0,0.002
31,0.8,0.113,0.8,0.113,1.0,0.001,0.2,1.0,0.0
41,0.8,0.113,0.8,0.113,1.0,0.0,0.2,1.0,0.0
51,0.8,0.113,0.8,0.113,1.0,0.0,0.2,1.0,0.0
3,0.84,0.084,0.84,0.084,0.933,0.0,0.093,0.94,0.007
5,0.84,0.084,0.84,0.084,0.977,0.022,0.137,0.977,0.0
7,0.84,0.084,0.84,0.084,0.988,0.006,0.148,0.991,0.003
9,0.84,0.084,0.84,0.084,0.997,0.005,0.157,0.997,0.0
11,0.84,0.084,0.84,0.084,0.997,0.0,0.157,0.998,0.001
21,0.84,0.084,0.84,0.084,1.0,0.002,0.16,1.0,0.0
31,0.84,0.084,0.84,0.084,1.0,0.0,0.16,1.0,0.0
41,0.84,0.084,0.84,0.084,1.0,0.0,0.16,1.0,0.0
51,0.84,0.084,0.84,0.084,1.0,0.0,0.16,1.0,0.0
3,0.85,0.029,0.85,0.029,0.947,0.0,0.097,0.947,0.0
5,0.85,0.029,0.85,0.029,0.974,0.014,0.124,0.974,0.0
7,0.85,0.029,0.85,0.029,0.987,0.007,0.137,0.987,0.0
9,0.85,0.029,0.85,0.029,0.997,0.005,0.147,0.997,0.0
11,0.85,0.029,0.85,0.029,0.995,-0.001,0.145,0.995,0.0
21,0.85,0.029,0.85,0.029,1.0,0.003,0.15,1.0,0.0
31,0.85,0.029,0.85,0.029,1.0,0.0,0.15,1.0,0.0
41,0.85,0.029,0.85,0.029,1.0,0.0,0.15,1.0,0.0
51,0.85,0.029,0.85,0.029,1.0,0.0,0.15,1.0,0.0
3,0.9,0.055,0.9,0.055,0.968,0.0,0.068,0.968,0.0
5,0.9,0.055,0.9,0.055,0.996,0.014,0.096,0.997,0.001
7,0.9,0.055,0.9,0.055,0.996,0.0,0.096,0.998,0.002
9,0.9,0.055,0.9,0.055,1.0,0.002,0.1,1.0,0.0
11,0.9,0.055,0.9,0.055,1.0,0.0,0.1,1.0,0.0
21,0.9,0.055,0.9,0.055,1.0,0.0,0.1,1.0,0.0
31,0.9,0.055,0.9,0.055,1.0,0.0,0.1,1.0,0.0
41,0.9,0.055,0.9,0.055,1.0,0.0,0.1,1.0,0.0
51,0.9,0.055,0.9,0.055,1.0,0.0,0.1,1.0,0.0
3,0.94,0.026,0.94,0.026,0.989,0.0,0.049,0.989,0.0
5,0.94,0.026,0.94,0.026,0.999,0.005,0.059,0.999,0.0
7,0.94,0.026,0.94,0.026,0.999,0.0,0.059,0.999,0.0
9,0.94,0.026,0.94,0.026,1.0,0.001,0.06,1.0,0.0
11,0.94,0.026,0.94,0.026,1.0,0.0,0.06,1.0,0.0
21,0.94,0.026,0.94,0.026,1.0,0.0,0.06,1.0,0.0
31,0.94,0.026,0.94,0.026,1.0,0.0,0.06,1.0,0.0
41,0.94,0.026,0.94,0.026,1.0,0.0,0.06,1.0,0.0
51,0.94,0.026,0.94,0.026,1.0,0.0,0.06,1.0,0.0
