voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
5,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.904,0.254,0.318,0.674,0.024,0.088,0.23,0.033,0.036,0.277,0.917,0.746
7,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.946,0.296,0.36,0.693,0.043,0.107,0.253,0.009,0.021,0.297,0.429,0.733
9,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.954,0.304,0.368,0.689,0.039,0.103,0.265,-0.002,0.004,0.28,-0.5,0.722
11,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.98,0.33,0.394,0.697,0.047,0.111,0.283,0.004,0.013,0.282,0.308,0.711
21,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,0.992,0.342,0.406,0.796,0.146,0.21,0.196,0.05,0.006,0.517,8.333,0.802
31,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,1.0,0.35,0.414,0.814,0.164,0.228,0.186,0.009,0.004,0.551,2.25,0.814
41,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,1.0,0.35,0.414,0.876,0.226,0.29,0.124,0.031,0.0,0.7,inf,0.876
51,0.65,0.32,"TruncNorm[0.001,0.999]",1000,0.5856645387734013,0.2375598604965703,1.0,0.35,0.414,0.883,0.233,0.297,0.117,0.004,0.0,0.717,inf,0.883
3,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.867,0.217,0.339,0.555,-0.095,0.027,0.312,0.0,0.0,0.08,,0.64
5,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.934,0.284,0.406,0.569,-0.081,0.041,0.365,0.007,0.034,0.101,0.206,0.609
7,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.956,0.306,0.428,0.57,-0.08,0.042,0.386,0.001,0.011,0.098,0.091,0.596
9,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.977,0.327,0.449,0.567,-0.083,0.039,0.41,-0.002,0.011,0.087,-0.182,0.58
11,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,0.982,0.332,0.454,0.576,-0.074,0.048,0.406,0.005,0.003,0.106,1.667,0.587
21,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.579,-0.071,0.051,0.421,0.002,0.009,0.108,0.222,0.579
31,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.612,-0.038,0.084,0.388,0.017,0.0,0.178,inf,0.612
41,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.64,-0.01,0.112,0.36,0.014,0.0,0.237,inf,0.64
51,0.65,0.64,"TruncNorm[0.001,0.999]",1000,0.5279526215413912,0.2757523556640001,1.0,0.35,0.472,0.678,0.028,0.15,0.322,0.019,0.0,0.318,inf,0.678
3,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.874,0.224,0.367,0.511,-0.139,0.004,0.363,0.0,0.0,0.011,,0.585
5,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.932,0.282,0.425,0.534,-0.116,0.027,0.398,0.012,0.029,0.064,0.414,0.573
7,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.958,0.308,0.451,0.524,-0.126,0.017,0.434,-0.005,0.013,0.038,-0.385,0.547
9,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.983,0.333,0.476,0.52,-0.13,0.013,0.463,-0.002,0.013,0.027,-0.154,0.529
11,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.983,0.333,0.476,0.539,-0.111,0.032,0.444,0.01,0.0,0.067,inf,0.548
21,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,0.999,0.349,0.492,0.542,-0.108,0.035,0.457,0.002,0.008,0.071,0.25,0.543
31,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,1.0,0.35,0.493,0.513,-0.137,0.006,0.487,-0.015,0.001,0.012,-15.0,0.513
41,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,1.0,0.35,0.493,0.554,-0.096,0.047,0.446,0.021,0.0,0.095,inf,0.554
51,0.65,1.28,"TruncNorm[0.001,0.999]",1000,0.5074450532022363,0.2851281333924078,1.0,0.35,0.493,0.521,-0.129,0.014,0.479,-0.017,0.0,0.028,-inf,0.521
3,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.884,0.234,0.382,0.502,-0.148,0.0,0.382,0.0,0.0,0.0,,0.568
5,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.937,0.287,0.435,0.514,-0.136,0.012,0.423,0.006,0.027,0.028,0.222,0.549
7,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.955,0.305,0.453,0.489,-0.161,-0.013,0.466,-0.013,0.009,-0.029,-1.444,0.512
9,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.978,0.328,0.476,0.501,-0.149,-0.001,0.477,0.006,0.012,-0.002,0.5,0.512
11,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,0.983,0.333,0.481,0.512,-0.138,0.01,0.471,0.006,0.003,0.021,2.0,0.521
21,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,1.0,0.35,0.498,0.51,-0.14,0.008,0.49,-0.001,0.009,0.016,-0.111,0.51
31,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,1.0,0.35,0.498,0.512,-0.138,0.01,0.488,0.001,0.0,0.02,inf,0.512
41,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,1.0,0.35,0.498,0.491,-0.159,-0.011,0.509,-0.011,0.0,-0.022,-inf,0.491
51,0.65,2.56,"TruncNorm[0.001,0.999]",1000,0.5018901041420145,0.2873647286289573,1.0,0.35,0.498,0.502,-0.148,0.0,0.498,0.006,0.0,0.0,inf,0.502
3,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.775,0.075,0.075,0.775,0.075,0.075,0.0,0.0,0.0,1.0,,1.0
5,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.85,0.15,0.15,0.85,0.15,0.15,0.0,0.037,0.037,1.0,1.0,1.0
7,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.858,0.158,0.158,0.858,0.158,0.158,0.0,0.004,0.004,1.0,1.0,1.0
9,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.906,0.206,0.206,0.906,0.206,0.206,0.0,0.024,0.024,1.0,1.0,1.0
11,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.924,0.224,0.224,0.925,0.225,0.225,-0.001,0.01,0.009,1.004,1.111,1.001
21,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.983,0.283,0.283,0.982,0.282,0.282,0.001,0.028,0.029,0.996,0.966,0.999
31,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.995,0.295,0.295,0.995,0.295,0.295,0.0,0.007,0.006,1.0,1.167,1.0
41,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,0.998,0.298,0.298,0.998,0.298,0.298,0.0,0.002,0.002,1.0,1.0,1.0
51,0.7,0.02,"TruncNorm[0.001,0.999]",1000,0.7,0.02,1.0,0.3,0.3,1.0,0.3,0.3,0.0,0.001,0.001,1.0,1.0,1.0
3,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.788,0.088,0.088,0.788,0.088,0.088,0.0,0.0,0.0,1.0,,1.0
5,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.846,0.146,0.146,0.844,0.144,0.144,0.002,0.028,0.029,0.986,0.966,0.998
7,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.873,0.173,0.173,0.877,0.177,0.177,-0.004,0.017,0.014,1.023,1.214,1.005
9,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.91,0.21,0.21,0.904,0.204,0.204,0.006,0.014,0.019,0.971,0.737,0.993
11,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.925,0.225,0.225,0.919,0.219,0.219,0.006,0.008,0.008,0.973,1.0,0.994
21,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.969,0.269,0.269,0.968,0.268,0.268,0.001,0.024,0.022,0.996,1.091,0.999
31,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.991,0.291,0.291,0.99,0.29,0.29,0.001,0.011,0.011,0.997,1.0,0.999
41,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.995,0.295,0.295,0.995,0.295,0.295,0.0,0.003,0.002,1.0,1.5,1.0
51,0.7,0.04,"TruncNorm[0.001,0.999]",1000,0.6999999999999882,0.0399999999999561,0.997,0.297,0.297,0.997,0.297,0.297,0.0,0.001,0.001,1.0,1.0,1.0
3,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.807,0.107,0.107,0.791,0.091,0.091,0.016,0.0,0.0,0.85,,0.98
5,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.862,0.162,0.162,0.834,0.134,0.134,0.028,0.021,0.027,0.827,0.778,0.968
7,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.873,0.173,0.173,0.857,0.157,0.157,0.016,0.012,0.006,0.908,2.0,0.982
9,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.906,0.206,0.206,0.901,0.201,0.201,0.005,0.022,0.017,0.976,1.294,0.994
11,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.925,0.225,0.225,0.92,0.22,0.22,0.005,0.01,0.01,0.978,1.0,0.995
21,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.979,0.279,0.279,0.967,0.267,0.267,0.012,0.023,0.027,0.957,0.852,0.988
31,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,0.997,0.297,0.297,0.992,0.292,0.292,0.005,0.013,0.009,0.983,1.444,0.995
41,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,1.0,0.3,0.3,0.997,0.297,0.297,0.003,0.003,0.002,0.99,1.5,0.997
51,0.7,0.08,"TruncNorm[0.001,0.999]",1000,0.6999704381940288,0.0799447318221422,1.0,0.3,0.3,0.998,0.298,0.298,0.002,0.001,0.0,0.993,inf,0.998
3,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.836,0.136,0.147,0.753,0.053,0.064,0.083,0.0,0.0,0.435,,0.901
5,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.879,0.179,0.19,0.788,0.088,0.099,0.091,0.018,0.022,0.521,0.818,0.896
7,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.93,0.23,0.241,0.859,0.159,0.17,0.071,0.035,0.026,0.705,1.346,0.924
9,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.954,0.254,0.265,0.878,0.178,0.189,0.076,0.01,0.012,0.713,0.833,0.92
11,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.957,0.257,0.268,0.905,0.205,0.216,0.052,0.014,0.002,0.806,7.0,0.946
21,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,0.995,0.295,0.306,0.959,0.259,0.27,0.036,0.027,0.019,0.882,1.421,0.964
31,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,1.0,0.3,0.311,0.989,0.289,0.3,0.011,0.015,0.003,0.965,5.0,0.989
41,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,1.0,0.3,0.311,0.994,0.294,0.305,0.006,0.003,0.0,0.981,inf,0.994
51,0.7,0.16,"TruncNorm[0.001,0.999]",1000,0.6885151203927853,0.1484230627507326,1.0,0.3,0.311,0.995,0.295,0.306,0.005,0.001,0.0,0.984,inf,0.995
3,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.846,0.146,0.233,0.687,-0.013,0.074,0.159,0.0,0.0,0.318,,0.812
5,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.915,0.215,0.302,0.702,0.002,0.089,0.213,0.007,0.035,0.295,0.2,0.767
7,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.949,0.249,0.336,0.725,0.025,0.112,0.224,0.012,0.017,0.333,0.706,0.764
9,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.966,0.266,0.353,0.759,0.059,0.146,0.207,0.017,0.009,0.414,1.889,0.786
11,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.985,0.285,0.372,0.772,0.072,0.159,0.213,0.007,0.01,0.427,0.7,0.784
21,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,0.997,0.297,0.384,0.844,0.144,0.231,0.153,0.036,0.006,0.602,6.0,0.847
31,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,1.0,0.3,0.387,0.907,0.207,0.294,0.093,0.032,0.002,0.76,16.0,0.907
41,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,1.0,0.3,0.387,0.943,0.243,0.33,0.057,0.018,0.0,0.853,inf,0.943
51,0.7,0.32,"TruncNorm[0.001,0.999]",1000,0.6126969280273624,0.2328284215085219,1.0,0.3,0.387,0.942,0.242,0.329,0.058,-0.001,0.0,0.85,-inf,0.942
3,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.893,0.193,0.356,0.56,-0.14,0.023,0.333,0.0,0.0,0.065,,0.627
5,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.926,0.226,0.389,0.549,-0.151,0.012,0.377,-0.006,0.017,0.031,-0.353,0.593
7,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.954,0.254,0.417,0.599,-0.101,0.062,0.355,0.025,0.014,0.149,1.786,0.628
9,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.978,0.278,0.441,0.597,-0.103,0.06,0.381,-0.001,0.012,0.136,-0.083,0.61
11,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.988,0.288,0.451,0.579,-0.121,0.042,0.409,-0.009,0.005,0.093,-1.8,0.586
21,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,0.997,0.297,0.46,0.642,-0.058,0.105,0.355,0.032,0.005,0.228,6.4,0.644
31,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,1.0,0.3,0.463,0.66,-0.04,0.123,0.34,0.009,0.002,0.266,4.5,0.66
41,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,1.0,0.3,0.463,0.707,0.007,0.17,0.293,0.023,0.0,0.367,inf,0.707
51,0.7,0.64,"TruncNorm[0.001,0.999]",1000,0.537215225993422,0.2751427950128484,1.0,0.3,0.463,0.704,0.004,0.167,0.296,-0.002,0.0,0.361,-inf,0.704
3,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.862,0.162,0.352,0.523,-0.177,0.013,0.339,0.0,0.0,0.037,,0.607
5,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.927,0.227,0.417,0.496,-0.204,-0.014,0.431,-0.014,0.033,-0.034,-0.424,0.535
7,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.966,0.266,0.456,0.506,-0.194,-0.004,0.46,0.005,0.019,-0.009,0.263,0.524
9,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.978,0.278,0.468,0.542,-0.158,0.032,0.436,0.018,0.006,0.068,3.0,0.554
11,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.991,0.291,0.481,0.504,-0.196,-0.006,0.487,-0.019,0.007,-0.012,-2.714,0.509
21,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,0.999,0.299,0.489,0.528,-0.172,0.018,0.471,0.012,0.004,0.037,3.0,0.529
31,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,1.0,0.3,0.49,0.499,-0.201,-0.011,0.501,-0.015,0.001,-0.022,-15.0,0.499
41,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,1.0,0.3,0.49,0.551,-0.149,0.041,0.449,0.026,0.0,0.084,inf,0.551
51,0.7,1.28,"TruncNorm[0.001,0.999]",1000,0.5099257037274031,0.2850835894372168,1.0,0.3,0.49,0.564,-0.136,0.054,0.436,0.006,0.0,0.11,inf,0.564
3,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.876,0.176,0.373,0.502,-0.198,-0.001,0.374,0.0,0.0,-0.003,,0.573
5,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.947,0.247,0.444,0.478,-0.222,-0.025,0.469,-0.012,0.035,-0.056,-0.343,0.505
7,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.963,0.263,0.46,0.501,-0.199,-0.002,0.462,0.012,0.008,-0.004,1.5,0.52
9,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.985,0.285,0.482,0.52,-0.18,0.017,0.465,0.01,0.011,0.035,0.909,0.528
11,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,0.983,0.283,0.48,0.522,-0.178,0.019,0.461,0.001,-0.001,0.04,-1.0,0.531
21,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.516,-0.184,0.013,0.484,-0.003,0.009,0.026,-0.333,0.516
31,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.529,-0.171,0.026,0.471,0.007,0.0,0.052,inf,0.529
41,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.552,-0.148,0.049,0.448,0.012,0.0,0.099,inf,0.552
51,0.7,2.56,"TruncNorm[0.001,0.999]",1000,0.5025201219707741,0.2873618405611304,1.0,0.3,0.497,0.511,-0.189,0.008,0.489,-0.021,0.0,0.016,-inf,0.511
3,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.841,0.091,0.091,0.841,0.091,0.091,0.0,0.0,0.0,1.0,,1.0
5,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.893,0.143,0.143,0.893,0.143,0.143,0.0,0.026,0.026,1.0,1.0,1.0
7,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.932,0.182,0.182,0.932,0.182,0.182,0.0,0.02,0.02,1.0,1.0,1.0
9,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.954,0.204,0.204,0.954,0.204,0.204,0.0,0.011,0.011,1.0,1.0,1.0
11,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.968,0.218,0.218,0.968,0.218,0.218,0.0,0.007,0.007,1.0,1.0,1.0
21,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.991,0.241,0.241,0.991,0.241,0.241,0.0,0.012,0.012,1.0,1.0,1.0
31,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,0.997,0.247,0.247,0.997,0.247,0.247,0.0,0.003,0.003,1.0,1.0,1.0
41,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.002,0.002,1.0,1.0,1.0
51,0.75,0.02,"TruncNorm[0.001,0.999]",1000,0.75,0.02,1.0,0.25,0.25,0.999,0.249,0.249,0.001,-0.001,0.0,0.996,-inf,0.999
3,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.848,0.098,0.098,0.847,0.097,0.097,0.001,0.0,0.0,0.99,,0.999
5,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.911,0.161,0.161,0.91,0.16,0.16,0.001,0.032,0.032,0.994,1.0,0.999
7,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.926,0.176,0.176,0.925,0.175,0.175,0.001,0.008,0.008,0.994,1.0,0.999
9,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.961,0.211,0.211,0.962,0.212,0.212,-0.001,0.018,0.017,1.005,1.059,1.001
11,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.96,0.21,0.21,0.961,0.211,0.211,-0.001,-0.001,-0.001,1.005,1.0,1.001
21,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.998,0.248,0.248,0.999,0.249,0.249,-0.001,0.019,0.019,1.004,1.0,1.001
31,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.999,0.249,0.249,0.999,0.249,0.249,0.0,0.0,0.001,1.0,0.0,1.0
41,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,0.999,0.249,0.249,1.0,0.25,0.25,-0.001,0.001,0.0,1.004,inf,1.001
51,0.75,0.04,"TruncNorm[0.001,0.999]",1000,0.7499999999385702,0.0399999998087999,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.001,1.0,0.0,1.0
3,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.848,0.098,0.098,0.839,0.089,0.089,0.009,0.0,0.0,0.908,,0.989
5,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.914,0.164,0.164,0.899,0.149,0.149,0.015,0.03,0.033,0.909,0.909,0.984
7,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.936,0.186,0.186,0.921,0.171,0.171,0.015,0.011,0.011,0.919,1.0,0.984
9,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.961,0.211,0.211,0.955,0.205,0.205,0.006,0.017,0.012,0.972,1.417,0.994
11,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.975,0.225,0.225,0.969,0.219,0.219,0.006,0.007,0.007,0.973,1.0,0.994
21,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,0.997,0.247,0.247,0.996,0.246,0.246,0.001,0.014,0.011,0.996,1.273,0.999
31,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.002,0.002,1.0,1.0,1.0
41,0.75,0.08,"TruncNorm[0.001,0.999]",1000,0.7497483741565512,0.0796070464809249,1.0,0.25,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,,1.0
