voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
9,0.95,2.56,"TruncNorm[0.001,0.999]",1000,0.5056699216879861,0.2873350258072477,0.976,0.026,0.47,0.492,-0.458,-0.014,0.484,-0.01,0.011,-0.03,-0.909,0.504
11,0.95,2.56,"TruncNorm[0.001,0.999]",1000,0.5056699216879861,0.2873350258072477,0.988,0.038,0.482,0.515,-0.435,0.009,0.473,0.012,0.006,0.019,2.0,0.521
21,0.95,2.56,"TruncNorm[0.001,0.999]",1000,0.5056699216879861,0.2873350258072477,1.0,0.05,0.494,0.531,-0.419,0.025,0.469,0.008,0.006,0.051,1.333,0.531
31,0.95,2.56,"TruncNorm[0.001,0.999]",1000,0.5056699216879861,0.2873350258072477,1.0,0.05,0.494,0.487,-0.463,-0.019,0.513,-0.022,0.0,-0.038,-inf,0.487
41,0.95,2.56,"TruncNorm[0.001,0.999]",1000,0.5056699216879861,0.2873350258072477,1.0,0.05,0.494,0.537,-0.413,0.031,0.463,0.025,0.0,0.063,inf,0.537
51,0.95,2.56,"TruncNorm[0.001,0.999]",1000,0.5056699216879861,0.2873350258072477,1.0,0.05,0.494,0.543,-0.407,0.037,0.457,0.003,0.0,0.075,inf,0.543
3,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.566,0.016,0.016,0.57,0.02,0.02,-0.004,0.0,0.0,1.25,,1.007
5,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.601,0.051,0.051,0.587,0.037,0.037,0.014,0.009,0.018,0.725,0.5,0.977
7,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.627,0.077,0.077,0.631,0.081,0.081,-0.004,0.022,0.013,1.052,1.692,1.006
9,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.596,0.046,0.046,0.606,0.056,0.056,-0.01,-0.013,-0.016,1.217,0.812,1.017
11,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.642,0.092,0.092,0.639,0.089,0.089,0.003,0.017,0.023,0.967,0.739,0.995
21,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.691,0.141,0.141,0.679,0.129,0.129,0.012,0.02,0.024,0.915,0.833,0.983
31,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.711,0.161,0.161,0.702,0.152,0.152,0.009,0.011,0.01,0.944,1.1,0.987
41,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.76,0.21,0.21,0.75,0.2,0.2,0.01,0.024,0.025,0.952,0.96,0.987
51,0.55,0.02,"TruncNorm[0.501,0.999]",1000,0.550399601364754,0.0195002526105777,0.764,0.214,0.214,0.746,0.196,0.196,0.018,-0.002,0.002,0.916,-1.0,0.976
3,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.571,0.021,0.013,0.575,0.025,0.017,-0.004,0.0,0.0,1.308,,1.007
5,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.604,0.054,0.046,0.609,0.059,0.051,-0.005,0.017,0.017,1.109,1.0,1.008
7,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.607,0.057,0.049,0.624,0.074,0.066,-0.017,0.008,0.002,1.347,4.0,1.028
9,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.678,0.128,0.12,0.673,0.123,0.115,0.005,0.025,0.036,0.958,0.694,0.993
11,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.689,0.139,0.131,0.658,0.108,0.1,0.031,-0.008,0.005,0.763,-1.6,0.955
21,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.744,0.194,0.186,0.727,0.177,0.169,0.017,0.034,0.028,0.909,1.214,0.977
31,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.788,0.238,0.23,0.752,0.202,0.194,0.036,0.013,0.022,0.843,0.591,0.954
41,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.791,0.241,0.233,0.774,0.224,0.216,0.017,0.011,0.002,0.927,5.5,0.979
51,0.55,0.04,"TruncNorm[0.501,0.999]",1000,0.5584696183361306,0.0333654651813799,0.828,0.278,0.27,0.788,0.238,0.23,0.04,0.007,0.018,0.852,0.389,0.952
3,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.645,0.095,0.059,0.651,0.101,0.065,-0.006,0.0,0.0,1.102,,1.009
5,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.705,0.155,0.119,0.683,0.133,0.097,0.022,0.016,0.03,0.815,0.533,0.969
7,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.725,0.175,0.139,0.691,0.141,0.105,0.034,0.004,0.01,0.755,0.4,0.953
9,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.736,0.186,0.15,0.697,0.147,0.111,0.039,0.003,0.006,0.74,0.5,0.947
11,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.76,0.21,0.174,0.729,0.179,0.143,0.031,0.016,0.012,0.822,1.333,0.959
21,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.822,0.272,0.236,0.769,0.219,0.183,0.053,0.02,0.031,0.775,0.645,0.936
31,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.891,0.341,0.305,0.853,0.303,0.267,0.038,0.042,0.035,0.875,1.2,0.957
41,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.899,0.349,0.313,0.841,0.291,0.255,0.058,-0.006,0.004,0.815,-1.5,0.935
51,0.55,0.08,"TruncNorm[0.501,0.999]",1000,0.5862472077293333,0.0575328046145712,0.921,0.371,0.335,0.888,0.338,0.302,0.033,0.024,0.011,0.901,2.182,0.964
3,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.751,0.201,0.104,0.719,0.169,0.072,0.032,0.0,0.0,0.692,,0.957
5,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.791,0.241,0.144,0.739,0.189,0.092,0.052,0.01,0.02,0.639,0.5,0.934
7,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.838,0.288,0.191,0.785,0.235,0.138,0.053,0.023,0.023,0.723,1.0,0.937
9,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.87,0.32,0.223,0.827,0.277,0.18,0.043,0.021,0.016,0.807,1.312,0.951
11,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.893,0.343,0.246,0.848,0.298,0.201,0.045,0.011,0.012,0.817,0.917,0.95
21,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.96,0.41,0.313,0.917,0.367,0.27,0.043,0.035,0.033,0.863,1.061,0.955
31,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.984,0.434,0.337,0.943,0.393,0.296,0.041,0.013,0.012,0.878,1.083,0.958
41,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.991,0.441,0.344,0.964,0.414,0.317,0.027,0.011,0.004,0.922,2.75,0.973
51,0.55,0.16,"TruncNorm[0.501,0.999]",1000,0.6465738962457261,0.1026556580430055,0.999,0.449,0.352,0.985,0.435,0.338,0.014,0.011,0.004,0.96,2.75,0.986
3,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,0.833,0.283,0.12,0.809,0.259,0.096,0.024,0.0,0.0,0.8,,0.971
5,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,0.895,0.345,0.182,0.85,0.3,0.137,0.045,0.02,0.031,0.753,0.645,0.95
7,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,0.94,0.39,0.227,0.903,0.353,0.19,0.037,0.027,0.022,0.837,1.227,0.961
9,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,0.961,0.411,0.248,0.918,0.368,0.205,0.043,0.008,0.011,0.827,0.727,0.955
11,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,0.973,0.423,0.26,0.942,0.392,0.229,0.031,0.012,0.006,0.881,2.0,0.968
21,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,0.998,0.448,0.285,0.977,0.427,0.264,0.021,0.018,0.013,0.926,1.385,0.979
31,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,1.0,0.45,0.287,0.993,0.443,0.28,0.007,0.008,0.001,0.976,8.0,0.993
41,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,1.0,0.45,0.287,0.997,0.447,0.284,0.003,0.002,0.0,0.99,inf,0.997
51,0.55,0.32,"TruncNorm[0.501,0.999]",1000,0.7132889890192271,0.1352811298475507,1.0,0.45,0.287,0.999,0.449,0.286,0.001,0.001,0.0,0.997,inf,0.999
3,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,0.878,0.328,0.138,0.823,0.273,0.083,0.055,0.0,0.0,0.601,,0.937
5,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,0.932,0.382,0.192,0.894,0.344,0.154,0.038,0.036,0.027,0.802,1.333,0.959
7,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,0.956,0.406,0.216,0.927,0.377,0.187,0.029,0.017,0.012,0.866,1.417,0.97
9,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,0.979,0.429,0.239,0.943,0.393,0.203,0.036,0.008,0.012,0.849,0.667,0.963
11,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,0.981,0.431,0.241,0.959,0.409,0.219,0.022,0.008,0.001,0.909,8.0,0.978
21,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,0.996,0.446,0.256,0.991,0.441,0.251,0.005,0.016,0.008,0.98,2.0,0.995
31,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,1.0,0.45,0.26,0.997,0.447,0.257,0.003,0.003,0.002,0.988,1.5,0.997
41,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,1.0,0.45,0.26,1.0,0.45,0.26,0.0,0.002,0.0,1.0,inf,1.0
51,0.55,0.64,"TruncNorm[0.501,0.999]",1000,0.7401202493698373,0.142110505886336,1.0,0.45,0.26,1.0,0.45,0.26,0.0,0.0,0.0,1.0,,1.0
3,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,0.88,0.33,0.133,0.844,0.294,0.097,0.036,0.0,0.0,0.729,,0.959
5,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,0.943,0.393,0.196,0.906,0.356,0.159,0.037,0.031,0.031,0.811,1.0,0.961
7,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,0.963,0.413,0.216,0.91,0.36,0.163,0.053,0.002,0.01,0.755,0.2,0.945
9,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,0.983,0.433,0.236,0.95,0.4,0.203,0.033,0.02,0.01,0.86,2.0,0.966
11,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,0.99,0.44,0.243,0.952,0.402,0.205,0.038,0.001,0.004,0.844,0.25,0.962
21,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,1.0,0.45,0.253,0.995,0.445,0.248,0.005,0.022,0.005,0.98,4.4,0.995
31,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,1.0,0.45,0.253,0.999,0.449,0.252,0.001,0.002,0.0,0.996,inf,0.999
41,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,1.0,0.45,0.253,1.0,0.45,0.253,0.0,0.001,0.0,1.0,inf,1.0
51,0.55,1.28,"TruncNorm[0.501,0.999]",1000,0.7474900323155698,0.1433846098421971,1.0,0.45,0.253,1.0,0.45,0.253,0.0,0.0,0.0,1.0,,1.0
3,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,0.881,0.331,0.132,0.852,0.302,0.103,0.029,0.0,0.0,0.78,,0.967
5,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,0.934,0.384,0.185,0.894,0.344,0.145,0.04,0.021,0.027,0.784,0.778,0.957
7,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,0.957,0.407,0.208,0.931,0.381,0.182,0.026,0.019,0.011,0.875,1.727,0.973
9,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,0.978,0.428,0.229,0.953,0.403,0.204,0.025,0.011,0.011,0.891,1.0,0.974
11,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,0.987,0.437,0.238,0.966,0.416,0.217,0.021,0.007,0.005,0.912,1.4,0.979
21,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,1.0,0.45,0.251,0.994,0.444,0.245,0.006,0.014,0.007,0.976,2.0,0.994
31,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,1.0,0.45,0.251,1.0,0.45,0.251,0.0,0.003,0.0,1.0,inf,1.0
41,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,1.0,0.45,0.251,1.0,0.45,0.251,0.0,0.0,0.0,1.0,,1.0
51,0.55,2.56,"TruncNorm[0.501,0.999]",1000,0.7493700908555275,0.1436687311284967,1.0,0.45,0.251,1.0,0.45,0.251,0.0,0.0,0.0,1.0,,1.0
3,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.635,0.035,0.035,0.636,0.036,0.036,-0.001,0.0,0.0,1.029,,1.002
5,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.671,0.071,0.071,0.67,0.07,0.07,0.001,0.017,0.018,0.986,0.944,0.999
7,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.732,0.132,0.132,0.736,0.136,0.136,-0.004,0.033,0.03,1.03,1.1,1.005
9,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.73,0.13,0.13,0.731,0.131,0.131,-0.001,-0.003,-0.001,1.008,3.0,1.001
11,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.76,0.16,0.16,0.758,0.158,0.158,0.002,0.014,0.015,0.988,0.933,0.997
21,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.829,0.229,0.229,0.823,0.223,0.223,0.006,0.032,0.034,0.974,0.941,0.993
31,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.889,0.289,0.289,0.88,0.28,0.28,0.009,0.029,0.03,0.969,0.967,0.99
41,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.913,0.313,0.313,0.906,0.306,0.306,0.007,0.013,0.012,0.978,1.083,0.992
51,0.6,0.02,"TruncNorm[0.501,0.999]",1000,0.6000000381320322,0.0199999056229612,0.915,0.315,0.315,0.917,0.317,0.317,-0.002,0.006,0.001,1.006,6.0,1.002
3,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.637,0.037,0.036,0.644,0.044,0.043,-0.007,0.0,0.0,1.194,,1.011
5,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.712,0.112,0.111,0.712,0.112,0.111,0.0,0.034,0.037,1.0,0.919,1.0
7,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.731,0.131,0.13,0.73,0.13,0.129,0.001,0.009,0.01,0.992,0.9,0.999
9,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.777,0.177,0.176,0.76,0.16,0.159,0.017,0.015,0.023,0.903,0.652,0.978
11,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.77,0.17,0.169,0.759,0.159,0.158,0.011,-0.001,-0.004,0.935,0.25,0.986
21,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.855,0.255,0.254,0.837,0.237,0.236,0.018,0.039,0.042,0.929,0.929,0.979
31,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.884,0.284,0.283,0.873,0.273,0.272,0.011,0.018,0.015,0.961,1.2,0.988
41,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.908,0.308,0.307,0.891,0.291,0.29,0.017,0.009,0.012,0.945,0.75,0.981
51,0.6,0.04,"TruncNorm[0.501,0.999]",1000,0.6007511217813778,0.0390522055678438,0.934,0.334,0.333,0.928,0.328,0.327,0.006,0.019,0.013,0.982,1.462,0.994
3,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.679,0.079,0.062,0.661,0.061,0.044,0.018,0.0,0.0,0.71,,0.973
5,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.732,0.132,0.115,0.711,0.111,0.094,0.021,0.025,0.026,0.817,0.962,0.971
7,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.782,0.182,0.165,0.743,0.143,0.126,0.039,0.016,0.025,0.764,0.64,0.95
9,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.817,0.217,0.2,0.778,0.178,0.161,0.039,0.018,0.017,0.805,1.059,0.952
11,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.819,0.219,0.202,0.801,0.201,0.184,0.018,0.012,0.001,0.911,12.0,0.978
21,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.896,0.296,0.279,0.861,0.261,0.244,0.035,0.03,0.039,0.875,0.769,0.961
31,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.946,0.346,0.329,0.913,0.313,0.296,0.033,0.026,0.025,0.9,1.04,0.965
41,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.953,0.353,0.336,0.929,0.329,0.312,0.024,0.008,0.004,0.929,2.0,0.975
51,0.6,0.08,"TruncNorm[0.501,0.999]",1000,0.6166366939012383,0.0669037894612007,0.969,0.369,0.352,0.955,0.355,0.338,0.014,0.013,0.008,0.96,1.625,0.986
3,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.761,0.161,0.092,0.731,0.131,0.062,0.03,0.0,0.0,0.674,,0.961
5,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.82,0.22,0.151,0.786,0.186,0.117,0.034,0.028,0.029,0.775,0.966,0.959
7,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.882,0.282,0.213,0.833,0.233,0.164,0.049,0.023,0.031,0.77,0.742,0.944
9,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.912,0.312,0.243,0.861,0.261,0.192,0.051,0.014,0.015,0.79,0.933,0.944
11,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.91,0.31,0.241,0.865,0.265,0.196,0.045,0.002,-0.001,0.813,-2.0,0.951
21,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.974,0.374,0.305,0.944,0.344,0.275,0.03,0.039,0.032,0.902,1.219,0.969
31,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.988,0.388,0.319,0.976,0.376,0.307,0.012,0.016,0.007,0.962,2.286,0.988
41,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.999,0.399,0.33,0.983,0.383,0.314,0.016,0.004,0.006,0.952,0.667,0.984
51,0.6,0.16,"TruncNorm[0.501,0.999]",1000,0.6687140065796335,0.1100940672007376,0.998,0.398,0.329,0.993,0.393,0.324,0.005,0.005,-0.001,0.985,-5.0,0.995
3,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.835,0.235,0.113,0.8,0.2,0.078,0.035,0.0,0.0,0.69,,0.958
5,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.921,0.321,0.199,0.888,0.288,0.166,0.033,0.044,0.043,0.834,1.023,0.964
7,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.946,0.346,0.224,0.901,0.301,0.179,0.045,0.007,0.012,0.799,0.583,0.952
9,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.965,0.365,0.243,0.92,0.32,0.198,0.045,0.01,0.01,0.815,1.0,0.953
11,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.974,0.374,0.252,0.952,0.352,0.23,0.022,0.016,0.005,0.913,3.2,0.977
21,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.997,0.397,0.275,0.985,0.385,0.263,0.012,0.017,0.012,0.956,1.417,0.988
31,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,0.999,0.399,0.277,0.995,0.395,0.273,0.004,0.005,0.001,0.986,5.0,0.996
41,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,1.0,0.4,0.278,1.0,0.4,0.278,0.0,0.003,0.001,1.0,3.0,1.0
51,0.6,0.32,"TruncNorm[0.501,0.999]",1000,0.7223067658239443,0.1364626016234437,1.0,0.4,0.278,1.0,0.4,0.278,0.0,0.0,0.0,1.0,,1.0
3,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.884,0.284,0.141,0.818,0.218,0.075,0.066,0.0,0.0,0.532,,0.925
5,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.933,0.333,0.19,0.891,0.291,0.148,0.042,0.037,0.025,0.779,1.48,0.955
7,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.965,0.365,0.222,0.923,0.323,0.18,0.042,0.016,0.016,0.811,1.0,0.956
9,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.973,0.373,0.23,0.947,0.347,0.204,0.026,0.012,0.004,0.887,3.0,0.973
11,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.99,0.39,0.247,0.957,0.357,0.214,0.033,0.005,0.009,0.866,0.556,0.967
21,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,0.997,0.397,0.254,0.992,0.392,0.249,0.005,0.018,0.004,0.98,4.5,0.995
31,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,0.998,0.398,0.255,0.002,0.003,0.002,0.992,1.5,0.998
41,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,0.999,0.399,0.256,0.001,0.001,0.0,0.996,inf,0.999
51,0.6,0.64,"TruncNorm[0.501,0.999]",1000,0.7425871143627151,0.1421989152574676,1.0,0.4,0.257,1.0,0.4,0.257,0.0,0.001,0.0,1.0,inf,1.0
3,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.877,0.277,0.129,0.835,0.235,0.087,0.042,0.0,0.0,0.674,,0.952
5,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.939,0.339,0.191,0.897,0.297,0.149,0.042,0.031,0.031,0.78,1.0,0.955
7,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.974,0.374,0.226,0.933,0.333,0.185,0.041,0.018,0.018,0.819,1.0,0.958
9,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.982,0.382,0.234,0.951,0.351,0.203,0.031,0.009,0.004,0.868,2.25,0.968
11,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,0.995,0.395,0.247,0.971,0.371,0.223,0.024,0.01,0.007,0.903,1.429,0.976
21,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,0.994,0.394,0.246,0.006,0.012,0.003,0.976,4.0,0.994
31,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,0.998,0.398,0.25,0.002,0.002,0.0,0.992,inf,0.998
41,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,1.0,0.4,0.252,0.0,0.001,0.0,1.0,inf,1.0
51,0.6,1.28,"TruncNorm[0.501,0.999]",1000,0.7481174739879901,0.1433903509268798,1.0,0.4,0.252,1.0,0.4,0.252,0.0,0.0,0.0,1.0,,1.0
3,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.878,0.278,0.128,0.836,0.236,0.086,0.042,0.0,0.0,0.672,,0.952
5,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.936,0.336,0.186,0.895,0.295,0.145,0.041,0.03,0.029,0.78,1.034,0.956
7,0.6,2.56,"TruncNorm[0.501,0.999]",1000,0.7495275673478567,0.1436690932209757,0.963,0.363,0.213,0.924,0.324,0.174,0.039,0.015,0.013,0.817,1.154,0.96
