voters,mean,std,distribution,iterations,true_mean,true_std,optimal_correct,optimal_correct_minus_mean,optimal_correct_minus_true_mean,majority_correct,majority_correct_minus_mean,majority_correct_minus_true_mean,optimal_correct_minus_majority_correct,d_majority_correct_d_voters,d_optimal_correct_d_voters,ratio_difference_to_mean,ratio_derivative_by_n,ratio_correct
3,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.898,0.098,0.131,0.864,0.064,0.097,0.034,0.0,0.0,0.74,,0.962
5,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.936,0.136,0.169,0.907,0.107,0.14,0.029,0.022,0.019,0.828,1.158,0.969
7,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.971,0.171,0.204,0.943,0.143,0.176,0.028,0.018,0.017,0.863,1.059,0.971
9,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.978,0.178,0.211,0.965,0.165,0.198,0.013,0.011,0.004,0.938,2.75,0.987
11,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,0.987,0.187,0.22,0.966,0.166,0.199,0.021,0.001,0.005,0.905,0.2,0.979
21,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,0.996,0.196,0.229,0.004,0.015,0.007,0.983,2.143,0.996
31,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,1.0,0.2,0.233,0.0,0.002,0.0,1.0,inf,1.0
41,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,1.0,0.2,0.233,0.0,0.0,0.0,1.0,,1.0
51,0.8,0.16,"TruncNorm[0.001,0.999]",1000,0.7670262991644978,0.1339802014154996,1.0,0.2,0.233,1.0,0.2,0.233,0.0,0.0,0.0,1.0,,1.0
3,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.874,0.074,0.211,0.718,-0.082,0.055,0.156,0.0,0.0,0.261,,0.822
5,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.929,0.129,0.266,0.776,-0.024,0.113,0.153,0.029,0.028,0.425,1.036,0.835
7,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.955,0.155,0.292,0.808,0.008,0.145,0.147,0.016,0.013,0.497,1.231,0.846
9,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.975,0.175,0.312,0.844,0.044,0.181,0.131,0.018,0.01,0.58,1.8,0.866
11,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.991,0.191,0.328,0.875,0.075,0.212,0.116,0.016,0.008,0.646,2.0,0.883
21,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,0.997,0.197,0.334,0.933,0.133,0.27,0.064,0.029,0.003,0.808,9.667,0.936
31,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.97,0.17,0.307,0.03,0.018,0.002,0.911,9.0,0.97
41,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.986,0.186,0.323,0.014,0.008,0.0,0.958,inf,0.986
51,0.8,0.32,"TruncNorm[0.001,0.999]",1000,0.662996996694915,0.2204616900085354,1.0,0.2,0.337,0.992,0.192,0.329,0.008,0.003,0.0,0.976,inf,0.992
3,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.873,0.073,0.317,0.609,-0.191,0.053,0.264,0.0,0.0,0.168,,0.698
5,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.954,0.154,0.398,0.605,-0.195,0.049,0.349,-0.002,0.04,0.124,-0.05,0.634
7,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.958,0.158,0.402,0.615,-0.185,0.059,0.343,0.005,0.002,0.148,2.5,0.642
9,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.974,0.174,0.418,0.643,-0.157,0.087,0.331,0.014,0.008,0.209,1.75,0.66
11,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.985,0.185,0.429,0.639,-0.161,0.083,0.346,-0.002,0.006,0.194,-0.333,0.649
21,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,0.998,0.198,0.442,0.69,-0.11,0.134,0.308,0.025,0.007,0.304,3.571,0.691
31,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,1.0,0.2,0.444,0.738,-0.062,0.182,0.262,0.024,0.001,0.41,24.0,0.738
41,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,1.0,0.2,0.444,0.788,-0.012,0.232,0.212,0.025,0.0,0.523,inf,0.788
51,0.8,0.64,"TruncNorm[0.001,0.999]",1000,0.5555893318240682,0.273417648249734,1.0,0.2,0.444,0.789,-0.011,0.233,0.211,0.001,0.0,0.525,inf,0.789
3,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.883,0.083,0.368,0.526,-0.274,0.011,0.357,0.0,0.0,0.03,,0.596
5,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.935,0.135,0.42,0.538,-0.262,0.023,0.397,0.006,0.026,0.055,0.231,0.575
7,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.976,0.176,0.461,0.53,-0.27,0.015,0.446,-0.004,0.02,0.033,-0.2,0.543
9,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.979,0.179,0.464,0.526,-0.274,0.011,0.453,-0.002,0.002,0.024,-1.0,0.537
11,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.982,0.182,0.467,0.571,-0.229,0.056,0.411,0.022,0.002,0.12,11.0,0.581
21,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,0.999,0.199,0.484,0.543,-0.257,0.028,0.456,-0.014,0.009,0.058,-1.556,0.544
31,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,1.0,0.2,0.485,0.578,-0.222,0.063,0.422,0.017,0.001,0.13,17.0,0.578
41,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,1.0,0.2,0.485,0.573,-0.227,0.058,0.427,-0.003,0.0,0.12,-inf,0.573
51,0.8,1.28,"TruncNorm[0.001,0.999]",1000,0.5148841272485516,0.2849564048726705,1.0,0.2,0.485,0.591,-0.209,0.076,0.409,0.009,0.0,0.157,inf,0.591
3,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.89,0.09,0.386,0.516,-0.284,0.012,0.374,0.0,0.0,0.032,,0.58
5,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.945,0.145,0.441,0.512,-0.288,0.008,0.433,-0.002,0.027,0.019,-0.074,0.542
7,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.971,0.171,0.467,0.524,-0.276,0.02,0.447,0.006,0.013,0.043,0.462,0.54
9,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.979,0.179,0.475,0.531,-0.269,0.027,0.448,0.004,0.004,0.057,1.0,0.542
11,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.987,0.187,0.483,0.543,-0.257,0.039,0.444,0.006,0.004,0.081,1.5,0.55
21,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,0.999,0.199,0.495,0.505,-0.295,0.001,0.494,-0.019,0.006,0.002,-3.167,0.506
31,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.528,-0.272,0.024,0.472,0.012,0.001,0.049,12.0,0.528
41,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.532,-0.268,0.028,0.468,0.002,0.0,0.057,inf,0.532
51,0.8,2.56,"TruncNorm[0.001,0.999]",1000,0.5037801105934989,0.2873535892871249,1.0,0.2,0.496,0.523,-0.277,0.019,0.477,-0.005,0.0,0.039,-inf,0.523
3,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,0.934,0.084,0.084,0.934,0.084,0.084,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,0.968,0.118,0.118,0.968,0.118,0.118,0.0,0.017,0.017,1.0,1.0,1.0
7,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,0.994,0.144,0.144,0.994,0.144,0.144,0.0,0.013,0.013,1.0,1.0,1.0
9,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,0.993,0.143,0.143,0.993,0.143,0.143,0.0,-0.001,-0.001,1.0,1.0,1.0
11,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,0.995,0.145,0.145,0.995,0.145,0.145,0.0,0.001,0.001,1.0,1.0,1.0
21,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.003,0.003,1.0,1.0,1.0
31,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.01,"TruncNorm[0.001,0.999]",1000,0.85,0.01,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.923,0.073,0.073,0.923,0.073,0.073,0.0,0.0,0.0,1.0,,1.0
5,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.977,0.127,0.127,0.977,0.127,0.127,0.0,0.027,0.027,1.0,1.0,1.0
7,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.988,0.138,0.138,0.988,0.138,0.138,0.0,0.006,0.006,1.0,1.0,1.0
9,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.994,0.144,0.144,0.994,0.144,0.144,0.0,0.003,0.003,1.0,1.0,1.0
11,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,0.998,0.148,0.148,0.998,0.148,0.148,0.0,0.002,0.002,1.0,1.0,1.0
21,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.001,0.001,1.0,1.0,1.0
31,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.02,"TruncNorm[0.001,0.999]",1000,0.8499999999999929,0.0199999999999736,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.928,0.078,0.078,0.927,0.077,0.077,0.001,0.0,0.0,0.987,,0.999
5,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.97,0.12,0.12,0.971,0.121,0.121,-0.001,0.022,0.021,1.008,1.048,1.001
7,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.991,0.141,0.141,0.992,0.142,0.142,-0.001,0.011,0.011,1.007,1.0,1.001
9,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.997,0.147,0.147,0.997,0.147,0.147,0.0,0.003,0.003,1.0,1.0,1.0
11,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,0.998,0.148,0.148,0.998,0.148,0.148,0.0,0.001,0.001,1.0,1.0,1.0
21,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.001,0.001,1.0,1.0,1.0
31,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.04,"TruncNorm[0.001,0.999]",1000,0.8499845133035432,0.0399711426205227,1.0,0.15,0.15,1.0,0.15,0.15,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.931,0.081,0.087,0.923,0.073,0.079,0.008,0.0,0.0,0.908,,0.991
5,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.966,0.116,0.122,0.96,0.11,0.116,0.006,0.018,0.017,0.951,1.059,0.994
7,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.99,0.14,0.146,0.991,0.141,0.147,-0.001,0.016,0.012,1.007,1.333,1.001
9,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.992,0.142,0.148,0.993,0.143,0.149,-0.001,0.001,0.001,1.007,1.0,1.001
11,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,0.996,0.146,0.152,0.998,0.148,0.154,-0.002,0.003,0.002,1.013,1.5,1.002
21,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.001,0.002,1.0,0.5,1.0
31,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
41,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.08,"TruncNorm[0.001,0.999]",1000,0.844185234117554,0.0741605581238969,1.0,0.15,0.156,1.0,0.15,0.156,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.913,0.063,0.113,0.893,0.043,0.093,0.02,0.0,0.0,0.823,,0.978
5,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.965,0.115,0.165,0.948,0.098,0.148,0.017,0.027,0.026,0.897,1.038,0.982
7,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.984,0.134,0.184,0.96,0.11,0.16,0.024,0.006,0.01,0.87,0.6,0.976
9,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.99,0.14,0.19,0.982,0.132,0.182,0.008,0.011,0.003,0.958,3.667,0.992
11,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.997,0.147,0.197,0.99,0.14,0.19,0.007,0.004,0.004,0.965,1.0,0.993
21,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,0.999,0.149,0.199,1.0,0.15,0.2,-0.001,0.005,0.001,1.005,5.0,1.001
31,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,1.0,0.15,0.2,1.0,0.15,0.2,0.0,0.0,0.001,1.0,0.0,1.0
41,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,1.0,0.15,0.2,1.0,0.15,0.2,0.0,0.0,0.0,1.0,,1.0
51,0.85,0.16,"TruncNorm[0.001,0.999]",1000,0.7997988303159214,0.1248991946991058,1.0,0.15,0.2,1.0,0.15,0.2,0.0,0.0,0.0,1.0,,1.0
3,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.893,0.043,0.207,0.766,-0.084,0.08,0.127,0.0,0.0,0.387,,0.858
5,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.916,0.066,0.23,0.791,-0.059,0.105,0.125,0.013,0.012,0.457,1.083,0.864
7,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.945,0.095,0.259,0.843,-0.007,0.157,0.102,0.026,0.014,0.606,1.857,0.892
9,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.98,0.13,0.294,0.872,0.022,0.186,0.108,0.015,0.018,0.633,0.833,0.89
11,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.994,0.144,0.308,0.901,0.051,0.215,0.093,0.015,0.007,0.698,2.143,0.906
21,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.999,0.149,0.313,0.976,0.126,0.29,0.023,0.037,0.003,0.927,12.333,0.977
31,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,0.999,0.149,0.313,0.987,0.137,0.301,0.012,0.006,0.0,0.962,inf,0.988
41,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,1.0,0.15,0.314,0.993,0.143,0.307,0.007,0.003,0.001,0.978,3.0,0.993
51,0.85,0.32,"TruncNorm[0.001,0.999]",1000,0.6859681938940367,0.213226599978182,1.0,0.15,0.314,0.997,0.147,0.311,0.003,0.002,0.0,0.99,inf,0.997
3,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,0.88,0.03,0.315,0.593,-0.257,0.028,0.287,0.0,0.0,0.09,,0.674
5,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,0.942,0.092,0.377,0.628,-0.222,0.063,0.314,0.018,0.031,0.168,0.581,0.667
7,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,0.945,0.095,0.38,0.623,-0.227,0.058,0.322,-0.003,0.002,0.153,-1.5,0.659
9,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,0.982,0.132,0.417,0.669,-0.181,0.104,0.313,0.023,0.019,0.25,1.211,0.681
11,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,0.985,0.135,0.42,0.688,-0.162,0.123,0.297,0.009,0.002,0.293,4.5,0.698
21,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,1.0,0.15,0.435,0.702,-0.148,0.137,0.298,0.007,0.008,0.315,0.875,0.702
31,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,1.0,0.15,0.435,0.757,-0.093,0.192,0.243,0.028,0.0,0.442,inf,0.757
41,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,1.0,0.15,0.435,0.809,-0.041,0.244,0.191,0.026,0.0,0.561,inf,0.809
51,0.85,0.64,"TruncNorm[0.001,0.999]",1000,0.5646789129374159,0.2723091992651656,1.0,0.15,0.435,0.816,-0.034,0.251,0.184,0.003,0.0,0.577,inf,0.816
3,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,0.888,0.038,0.371,0.512,-0.338,-0.005,0.376,0.0,0.0,-0.014,,0.577
5,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,0.944,0.094,0.427,0.514,-0.336,-0.003,0.43,0.001,0.028,-0.008,0.036,0.544
7,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,0.972,0.122,0.455,0.535,-0.315,0.018,0.437,0.011,0.014,0.039,0.786,0.55
9,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,0.98,0.13,0.463,0.565,-0.285,0.048,0.415,0.015,0.004,0.103,3.75,0.577
11,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,0.987,0.137,0.47,0.582,-0.268,0.065,0.405,0.009,0.004,0.138,2.25,0.59
21,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,0.999,0.149,0.482,0.584,-0.266,0.067,0.415,0.001,0.006,0.138,0.167,0.585
31,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,1.0,0.15,0.483,0.591,-0.259,0.074,0.409,0.004,0.001,0.153,4.0,0.591
41,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,1.0,0.15,0.483,0.584,-0.266,0.067,0.416,-0.004,0.0,0.138,-inf,0.584
51,0.85,1.28,"TruncNorm[0.001,0.999]",1000,0.5173614593274731,0.2848738014802637,1.0,0.15,0.483,0.6,-0.25,0.083,0.4,0.008,0.0,0.171,inf,0.6
3,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,0.871,0.021,0.367,0.51,-0.34,0.006,0.361,0.0,0.0,0.015,,0.586
5,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,0.941,0.091,0.437,0.507,-0.343,0.003,0.434,-0.002,0.035,0.006,-0.057,0.539
7,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,0.962,0.112,0.458,0.487,-0.363,-0.017,0.475,-0.01,0.011,-0.038,-0.909,0.506
9,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,0.977,0.127,0.473,0.483,-0.367,-0.021,0.494,-0.002,0.008,-0.045,-0.25,0.494
11,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,0.991,0.141,0.487,0.49,-0.36,-0.014,0.501,0.004,0.007,-0.03,0.571,0.494
21,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,1.0,0.15,0.496,0.529,-0.321,0.025,0.471,0.02,0.005,0.05,4.0,0.529
31,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,1.0,0.15,0.496,0.528,-0.322,0.024,0.472,-0.001,0.0,0.048,-inf,0.528
41,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,1.0,0.15,0.496,0.555,-0.295,0.051,0.445,0.014,0.0,0.102,inf,0.555
51,0.85,2.56,"TruncNorm[0.001,0.999]",1000,0.5044100741532065,0.2873482262357409,1.0,0.15,0.496,0.539,-0.311,0.035,0.461,-0.008,0.0,0.07,-inf,0.539
3,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,0.973,0.073,0.073,0.973,0.073,0.073,0.0,0.0,0.0,1.0,,1.0
5,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,0.991,0.091,0.091,0.991,0.091,0.091,0.0,0.009,0.009,1.0,1.0,1.0
7,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,0.997,0.097,0.097,0.997,0.097,0.097,0.0,0.003,0.003,1.0,1.0,1.0
9,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,0.999,0.099,0.099,0.999,0.099,0.099,0.0,0.001,0.001,1.0,1.0,1.0
11,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.001,0.001,1.0,1.0,1.0
21,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
31,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
41,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.01,"TruncNorm[0.001,0.999]",1000,0.9,0.01,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,0.971,0.071,0.071,0.971,0.071,0.071,0.0,0.0,0.0,1.0,,1.0
5,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,0.992,0.092,0.092,0.992,0.092,0.092,0.0,0.011,0.011,1.0,1.0,1.0
7,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.004,0.004,1.0,1.0,1.0
9,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,0.998,0.098,0.098,0.998,0.098,0.098,0.0,-0.001,-0.001,1.0,1.0,1.0
11,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.001,0.001,1.0,1.0,1.0
21,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
31,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
41,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
51,0.9,0.02,"TruncNorm[0.001,0.999]",1000,0.8999999618679678,0.0199999056229612,1.0,0.1,0.1,1.0,0.1,0.1,0.0,0.0,0.0,1.0,,1.0
3,0.9,0.04,"TruncNorm[0.001,0.999]",1000,0.8992488782186222,0.0390522055678438,0.972,0.072,0.073,0.972,0.072,0.073,0.0,0.0,0.0,1.0,,1.0
5,0.9,0.04,"TruncNorm[0.001,0.999]",1000,0.8992488782186222,0.0390522055678438,0.991,0.091,0.092,0.991,0.091,0.092,0.0,0.01,0.01,1.0,1.0,1.0
