voters,mean,std,true_mean,true_std,majority_correct,d_majority_correct_d_voters,majority_correct_minus_true_mean,optimal_correct,optimal_correct_minus_majority_correct
41,0.55,0.32,0.5290095037068471,0.2432550984320321,0.645,0.004,0.116,1.0,0.355
51,0.55,0.32,0.5290095037068471,0.2432550984320321,0.668,0.012,0.139,1.0,0.332
3,0.55,0.64,0.5093333089429175,0.2764526969282136,0.537,0.0,0.028,0.863,0.326
5,0.55,0.64,0.5093333089429175,0.2764526969282136,0.529,-0.004,0.02,0.914,0.385
7,0.55,0.64,0.5093333089429175,0.2764526969282136,0.514,-0.008,0.005,0.955,0.441
9,0.55,0.64,0.5093333089429175,0.2764526969282136,0.506,-0.004,-0.003,0.981,0.475
11,0.55,0.64,0.5093333089429175,0.2764526969282136,0.51,0.002,0.001,0.988,0.478
21,0.55,0.64,0.5093333089429175,0.2764526969282136,0.562,0.026,0.053,1.0,0.438
31,0.55,0.64,0.5093333089429175,0.2764526969282136,0.534,-0.014,0.025,1.0,0.466
41,0.55,0.64,0.5093333089429175,0.2764526969282136,0.53,-0.002,0.021,1.0,0.47
51,0.55,0.64,0.5093333089429175,0.2764526969282136,0.571,0.02,0.062,1.0,0.429
3,0.55,1.28,0.50248197988839,0.2851790594248402,0.516,0.0,0.014,0.896,0.38
5,0.55,1.28,0.50248197988839,0.2851790594248402,0.52,0.002,0.018,0.945,0.425
7,0.55,1.28,0.50248197988839,0.2851790594248402,0.51,-0.005,0.008,0.967,0.457
9,0.55,1.28,0.50248197988839,0.2851790594248402,0.516,0.003,0.014,0.982,0.466
11,0.55,1.28,0.50248197988839,0.2851790594248402,0.492,-0.012,-0.01,0.989,0.497
21,0.55,1.28,0.50248197988839,0.2851790594248402,0.488,-0.002,-0.014,0.998,0.51
31,0.55,1.28,0.50248197988839,0.2851790594248402,0.495,0.004,-0.007,1.0,0.505
41,0.55,1.28,0.50248197988839,0.2851790594248402,0.483,-0.006,-0.019,1.0,0.517
51,0.55,1.28,0.50248197988839,0.2851790594248402,0.522,0.02,0.02,1.0,0.478
3,0.55,2.56,0.5006300395384596,0.2873680293553028,0.491,0.0,-0.01,0.899,0.408
5,0.55,2.56,0.5006300395384596,0.2873680293553028,0.545,0.027,0.044,0.941,0.396
7,0.55,2.56,0.5006300395384596,0.2873680293553028,0.488,-0.029,-0.013,0.958,0.47
9,0.55,2.56,0.5006300395384596,0.2873680293553028,0.498,0.005,-0.003,0.982,0.484
11,0.55,2.56,0.5006300395384596,0.2873680293553028,0.505,0.004,0.004,0.986,0.481
21,0.55,2.56,0.5006300395384596,0.2873680293553028,0.548,0.022,0.047,0.997,0.449
31,0.55,2.56,0.5006300395384596,0.2873680293553028,0.479,-0.035,-0.022,1.0,0.521
41,0.55,2.56,0.5006300395384596,0.2873680293553028,0.525,0.023,0.024,1.0,0.475
51,0.55,2.56,0.5006300395384596,0.2873680293553028,0.521,-0.002,0.02,1.0,0.479
3,0.6,0.01,0.6,0.01,0.657,0.0,0.057,0.657,0.0
5,0.6,0.01,0.6,0.01,0.684,0.014,0.084,0.684,0.0
7,0.6,0.01,0.6,0.01,0.725,0.02,0.125,0.725,0.0
9,0.6,0.01,0.6,0.01,0.725,0.0,0.125,0.725,0.0
11,0.6,0.01,0.6,0.01,0.756,0.016,0.156,0.756,0.0
21,0.6,0.01,0.6,0.01,0.83,0.037,0.23,0.83,0.0
31,0.6,0.01,0.6,0.01,0.883,0.027,0.283,0.881,-0.002
41,0.6,0.01,0.6,0.01,0.917,0.017,0.317,0.916,-0.001
51,0.6,0.01,0.6,0.01,0.936,0.01,0.336,0.936,0.0
3,0.6,0.02,0.6,0.02,0.635,0.0,0.035,0.636,0.001
5,0.6,0.02,0.6,0.02,0.689,0.027,0.089,0.693,0.004
7,0.6,0.02,0.6,0.02,0.711,0.011,0.111,0.716,0.005
9,0.6,0.02,0.6,0.02,0.723,0.006,0.123,0.722,-0.001
11,0.6,0.02,0.6,0.02,0.733,0.005,0.133,0.731,-0.002
21,0.6,0.02,0.6,0.02,0.821,0.044,0.221,0.822,0.001
31,0.6,0.02,0.6,0.02,0.872,0.026,0.272,0.888,0.016
41,0.6,0.02,0.6,0.02,0.901,0.015,0.301,0.911,0.01
51,0.6,0.02,0.6,0.02,0.921,0.01,0.321,0.924,0.003
3,0.6,0.04,0.6,0.04,0.662,0.0,0.062,0.663,0.001
5,0.6,0.04,0.6,0.04,0.679,0.009,0.079,0.692,0.013
7,0.6,0.04,0.6,0.04,0.704,0.012,0.104,0.716,0.012
9,0.6,0.04,0.6,0.04,0.742,0.019,0.142,0.753,0.011
11,0.6,0.04,0.6,0.04,0.701,-0.021,0.101,0.719,0.018
21,0.6,0.04,0.6,0.04,0.813,0.056,0.213,0.839,0.026
31,0.6,0.04,0.6,0.04,0.877,0.032,0.277,0.89,0.013
41,0.6,0.04,0.6,0.04,0.901,0.012,0.301,0.916,0.015
51,0.6,0.04,0.6,0.04,0.93,0.015,0.33,0.932,0.002
3,0.6,0.08,0.5999998734014987,0.0799996842941309,0.636,0.0,0.036,0.68,0.044
5,0.6,0.08,0.5999998734014987,0.0799996842941309,0.687,0.026,0.087,0.728,0.041
7,0.6,0.08,0.5999998734014987,0.0799996842941309,0.719,0.016,0.119,0.767,0.048
9,0.6,0.08,0.5999998734014987,0.0799996842941309,0.744,0.013,0.144,0.797,0.053
11,0.6,0.08,0.5999998734014987,0.0799996842941309,0.789,0.023,0.189,0.827,0.038
21,0.6,0.08,0.5999998734014987,0.0799996842941309,0.818,0.014,0.218,0.887,0.069
31,0.6,0.08,0.5999998734014987,0.0799996842941309,0.876,0.029,0.276,0.927,0.051
41,0.6,0.08,0.5999998734014987,0.0799996842941309,0.905,0.015,0.305,0.944,0.039
51,0.6,0.08,0.5999998734014987,0.0799996842941309,0.926,0.011,0.326,0.961,0.035
3,0.6,0.16,0.5971911076667299,0.1562477317575884,0.682,0.0,0.085,0.746,0.064
5,0.6,0.16,0.5971911076667299,0.1562477317575884,0.685,0.002,0.088,0.822,0.137
7,0.6,0.16,0.5971911076667299,0.1562477317575884,0.704,0.009,0.107,0.862,0.158
9,0.6,0.16,0.5971911076667299,0.1562477317575884,0.739,0.018,0.142,0.897,0.158
11,0.6,0.16,0.5971911076667299,0.1562477317575884,0.746,0.004,0.149,0.903,0.157
21,0.6,0.16,0.5971911076667299,0.1562477317575884,0.808,0.031,0.211,0.964,0.156
31,0.6,0.16,0.5971911076667299,0.1562477317575884,0.835,0.013,0.238,0.988,0.153
41,0.6,0.16,0.5971911076667299,0.1562477317575884,0.895,0.03,0.298,0.998,0.103
51,0.6,0.16,0.5971911076667299,0.1562477317575884,0.928,0.017,0.331,0.998,0.07
3,0.6,0.32,0.5576729048100907,0.2410818771832,0.571,0.0,0.013,0.824,0.253
5,0.6,0.32,0.5576729048100907,0.2410818771832,0.596,0.013,0.038,0.894,0.298
7,0.6,0.32,0.5576729048100907,0.2410818771832,0.656,0.03,0.098,0.939,0.283
9,0.6,0.32,0.5576729048100907,0.2410818771832,0.66,0.002,0.102,0.957,0.297
11,0.6,0.32,0.5576729048100907,0.2410818771832,0.645,-0.008,0.087,0.96,0.315
21,0.6,0.32,0.5576729048100907,0.2410818771832,0.701,0.028,0.143,0.994,0.293
31,0.6,0.32,0.5576729048100907,0.2410818771832,0.75,0.025,0.192,0.999,0.249
41,0.6,0.32,0.5576729048100907,0.2410818771832,0.776,0.013,0.218,1.0,0.224
51,0.6,0.32,0.5576729048100907,0.2410818771832,0.811,0.018,0.253,1.0,0.189
3,0.6,0.64,0.5186547733905137,0.2761896044905053,0.507,0.0,-0.012,0.853,0.346
5,0.6,0.64,0.5186547733905137,0.2761896044905053,0.543,0.018,0.024,0.927,0.384
7,0.6,0.64,0.5186547733905137,0.2761896044905053,0.572,0.014,0.053,0.97,0.398
9,0.6,0.64,0.5186547733905137,0.2761896044905053,0.552,-0.01,0.033,0.983,0.431
11,0.6,0.64,0.5186547733905137,0.2761896044905053,0.547,-0.003,0.028,0.989,0.442
21,0.6,0.64,0.5186547733905137,0.2761896044905053,0.585,0.019,0.066,0.998,0.413
31,0.6,0.64,0.5186547733905137,0.2761896044905053,0.63,0.023,0.111,1.0,0.37
41,0.6,0.64,0.5186547733905137,0.2761896044905053,0.585,-0.023,0.066,1.0,0.415
51,0.6,0.64,0.5186547733905137,0.2761896044905053,0.599,0.007,0.08,1.0,0.401
3,0.6,1.28,0.504963738137385,0.2851599598301377,0.507,0.0,0.002,0.876,0.369
5,0.6,1.28,0.504963738137385,0.2851599598301377,0.497,-0.005,-0.008,0.924,0.427
7,0.6,1.28,0.504963738137385,0.2851599598301377,0.521,0.012,0.016,0.969,0.448
9,0.6,1.28,0.504963738137385,0.2851599598301377,0.507,-0.007,0.002,0.977,0.47
11,0.6,1.28,0.504963738137385,0.2851599598301377,0.529,0.011,0.024,0.984,0.455
21,0.6,1.28,0.504963738137385,0.2851599598301377,0.495,-0.017,-0.01,1.0,0.505
31,0.6,1.28,0.504963738137385,0.2851599598301377,0.513,0.009,0.008,1.0,0.487
41,0.6,1.28,0.504963738137385,0.2851599598301377,0.495,-0.009,-0.01,1.0,0.505
51,0.6,1.28,0.504963738137385,0.2851599598301377,0.523,0.014,0.018,1.0,0.477
3,0.6,2.56,0.5012600754585549,0.2873667915732488,0.531,0.0,0.03,0.884,0.353
5,0.6,2.56,0.5012600754585549,0.2873667915732488,0.498,-0.017,-0.003,0.93,0.432
7,0.6,2.56,0.5012600754585549,0.2873667915732488,0.515,0.009,0.014,0.967,0.452
9,0.6,2.56,0.5012600754585549,0.2873667915732488,0.497,-0.009,-0.004,0.982,0.485
11,0.6,2.56,0.5012600754585549,0.2873667915732488,0.536,0.02,0.035,0.988,0.452
21,0.6,2.56,0.5012600754585549,0.2873667915732488,0.495,-0.021,-0.006,0.996,0.501
31,0.6,2.56,0.5012600754585549,0.2873667915732488,0.515,0.01,0.014,1.0,0.485
41,0.6,2.56,0.5012600754585549,0.2873667915732488,0.505,-0.005,0.004,1.0,0.495
51,0.6,2.56,0.5012600754585549,0.2873667915732488,0.491,-0.007,-0.01,1.0,0.509
3,0.65,0.01,0.65,0.01,0.742,0.0,0.092,0.742,0.0
5,0.65,0.01,0.65,0.01,0.73,-0.006,0.08,0.73,0.0
7,0.65,0.01,0.65,0.01,0.806,0.038,0.156,0.806,0.0
9,0.65,0.01,0.65,0.01,0.836,0.015,0.186,0.836,0.0
11,0.65,0.01,0.65,0.01,0.849,0.007,0.199,0.849,0.0
21,0.65,0.01,0.65,0.01,0.916,0.034,0.266,0.916,0.0
31,0.65,0.01,0.65,0.01,0.961,0.022,0.311,0.961,0.0
41,0.65,0.01,0.65,0.01,0.966,0.003,0.316,0.967,0.001
51,0.65,0.01,0.65,0.01,0.99,0.012,0.34,0.99,0.0
3,0.65,0.02,0.65,0.02,0.732,0.0,0.082,0.732,0.0
5,0.65,0.02,0.65,0.02,0.758,0.013,0.108,0.757,-0.001
7,0.65,0.02,0.65,0.02,0.78,0.011,0.13,0.78,0.0
9,0.65,0.02,0.65,0.02,0.821,0.02,0.171,0.82,-0.001
11,0.65,0.02,0.65,0.02,0.844,0.012,0.194,0.846,0.002
21,0.65,0.02,0.65,0.02,0.922,0.039,0.272,0.924,0.002
31,0.65,0.02,0.65,0.02,0.965,0.021,0.315,0.968,0.003
41,0.65,0.02,0.65,0.02,0.973,0.004,0.323,0.969,-0.004
51,0.65,0.02,0.65,0.02,0.987,0.007,0.337,0.989,0.002
3,0.65,0.04,0.65,0.0399999999999999,0.723,0.0,0.073,0.725,0.002
5,0.65,0.04,0.65,0.0399999999999999,0.776,0.027,0.126,0.772,-0.004
7,0.65,0.04,0.65,0.0399999999999999,0.798,0.011,0.148,0.796,-0.002
9,0.65,0.04,0.65,0.0399999999999999,0.831,0.016,0.181,0.827,-0.004
11,0.65,0.04,0.65,0.0399999999999999,0.845,0.007,0.195,0.849,0.004
21,0.65,0.04,0.65,0.0399999999999999,0.939,0.047,0.289,0.937,-0.002
31,0.65,0.04,0.65,0.0399999999999999,0.964,0.013,0.314,0.968,0.004
41,0.65,0.04,0.65,0.0399999999999999,0.976,0.006,0.326,0.975,-0.001
51,0.65,0.04,0.65,0.0399999999999999,0.991,0.008,0.341,0.99,-0.001
3,0.65,0.08,0.6499976482806836,0.0799948701132006,0.745,0.0,0.095,0.76,0.015
5,0.65,0.08,0.6499976482806836,0.0799948701132006,0.775,0.015,0.125,0.778,0.003
7,0.65,0.08,0.6499976482806836,0.0799948701132006,0.794,0.01,0.144,0.827,0.033
9,0.65,0.08,0.6499976482806836,0.0799948701132006,0.814,0.01,0.164,0.84,0.026
11,0.65,0.08,0.6499976482806836,0.0799948701132006,0.85,0.018,0.2,0.861,0.011
21,0.65,0.08,0.6499976482806836,0.0799948701132006,0.928,0.039,0.278,0.954,0.026
31,0.65,0.08,0.6499976482806836,0.0799948701132006,0.958,0.015,0.308,0.974,0.016
41,0.65,0.08,0.6499976482806836,0.0799948701132006,0.981,0.012,0.331,0.991,0.01
51,0.65,0.08,0.6499976482806836,0.0799948701132006,0.989,0.004,0.339,0.99,0.001
3,0.65,0.16,0.6440157333110005,0.1531613188519223,0.737,0.0,0.093,0.796,0.059
5,0.65,0.16,0.6440157333110005,0.1531613188519223,0.748,0.006,0.104,0.862,0.114
7,0.65,0.16,0.6440157333110005,0.1531613188519223,0.787,0.02,0.143,0.894,0.107
9,0.65,0.16,0.6440157333110005,0.1531613188519223,0.824,0.018,0.18,0.917,0.093
11,0.65,0.16,0.6440157333110005,0.1531613188519223,0.838,0.007,0.194,0.937,0.099
21,0.65,0.16,0.6440157333110005,0.1531613188519223,0.911,0.037,0.267,0.99,0.079
31,0.65,0.16,0.6440157333110005,0.1531613188519223,0.962,0.025,0.318,0.996,0.034
41,0.65,0.16,0.6440157333110005,0.1531613188519223,0.969,0.004,0.325,1.0,0.031
51,0.65,0.16,0.6440157333110005,0.1531613188519223,0.986,0.009,0.342,0.999,0.013
3,0.65,0.32,0.5856645387734013,0.2375598604965703,0.628,0.0,0.042,0.851,0.223
5,0.65,0.32,0.5856645387734013,0.2375598604965703,0.671,0.022,0.085,0.896,0.225
7,0.65,0.32,0.5856645387734013,0.2375598604965703,0.678,0.004,0.092,0.947,0.269
9,0.65,0.32,0.5856645387734013,0.2375598604965703,0.691,0.006,0.105,0.949,0.258
11,0.65,0.32,0.5856645387734013,0.2375598604965703,0.715,0.012,0.129,0.976,0.261
21,0.65,0.32,0.5856645387734013,0.2375598604965703,0.791,0.038,0.205,0.996,0.205
31,0.65,0.32,0.5856645387734013,0.2375598604965703,0.794,0.002,0.208,0.999,0.205
41,0.65,0.32,0.5856645387734013,0.2375598604965703,0.86,0.033,0.274,1.0,0.14
51,0.65,0.32,0.5856645387734013,0.2375598604965703,0.896,0.018,0.31,1.0,0.104
3,0.65,0.64,0.5279526215413912,0.2757523556640001,0.517,0.0,-0.011,0.849,0.332
5,0.65,0.64,0.5279526215413912,0.2757523556640001,0.572,0.027,0.044,0.928,0.356
7,0.65,0.64,0.5279526215413912,0.2757523556640001,0.563,-0.005,0.035,0.954,0.391
9,0.65,0.64,0.5279526215413912,0.2757523556640001,0.561,-0.001,0.033,0.974,0.413
11,0.65,0.64,0.5279526215413912,0.2757523556640001,0.614,0.026,0.086,0.982,0.368
21,0.65,0.64,0.5279526215413912,0.2757523556640001,0.58,-0.017,0.052,0.998,0.418
31,0.65,0.64,0.5279526215413912,0.2757523556640001,0.644,0.032,0.116,1.0,0.356
41,0.65,0.64,0.5279526215413912,0.2757523556640001,0.646,0.001,0.118,1.0,0.354
51,0.65,0.64,0.5279526215413912,0.2757523556640001,0.643,-0.002,0.115,1.0,0.357
3,0.65,1.28,0.5074450532022363,0.2851281333924078,0.525,0.0,0.018,0.889,0.364
5,0.65,1.28,0.5074450532022363,0.2851281333924078,0.535,0.005,0.028,0.938,0.403
7,0.65,1.28,0.5074450532022363,0.2851281333924078,0.526,-0.005,0.019,0.956,0.43
9,0.65,1.28,0.5074450532022363,0.2851281333924078,0.524,-0.001,0.017,0.981,0.457
11,0.65,1.28,0.5074450532022363,0.2851281333924078,0.529,0.003,0.022,0.988,0.459
21,0.65,1.28,0.5074450532022363,0.2851281333924078,0.506,-0.012,-0.001,0.998,0.492
31,0.65,1.28,0.5074450532022363,0.2851281333924078,0.549,0.022,0.042,1.0,0.451
41,0.65,1.28,0.5074450532022363,0.2851281333924078,0.553,0.002,0.046,1.0,0.447
51,0.65,1.28,0.5074450532022363,0.2851281333924078,0.592,0.019,0.085,1.0,0.408
3,0.65,2.56,0.5018901041420145,0.2873647286289573,0.491,0.0,-0.011,0.864,0.373
5,0.65,2.56,0.5018901041420145,0.2873647286289573,0.513,0.011,0.011,0.917,0.404
7,0.65,2.56,0.5018901041420145,0.2873647286289573,0.484,-0.015,-0.018,0.97,0.486
9,0.65,2.56,0.5018901041420145,0.2873647286289573,0.508,0.012,0.006,0.978,0.47
11,0.65,2.56,0.5018901041420145,0.2873647286289573,0.493,-0.008,-0.009,0.988,0.495
21,0.65,2.56,0.5018901041420145,0.2873647286289573,0.5,0.004,-0.002,0.999,0.499
31,0.65,2.56,0.5018901041420145,0.2873647286289573,0.515,0.008,0.013,0.999,0.484
41,0.65,2.56,0.5018901041420145,0.2873647286289573,0.517,0.001,0.015,1.0,0.483
51,0.65,2.56,0.5018901041420145,0.2873647286289573,0.5,-0.009,-0.002,1.0,0.5
3,0.7,0.01,0.7,0.01,0.772,0.0,0.072,0.772,0.0
5,0.7,0.01,0.7,0.01,0.84,0.034,0.14,0.84,0.0
7,0.7,0.01,0.7,0.01,0.877,0.019,0.177,0.877,0.0
9,0.7,0.01,0.7,0.01,0.898,0.011,0.198,0.898,0.0
11,0.7,0.01,0.7,0.01,0.907,0.005,0.207,0.907,0.0
21,0.7,0.01,0.7,0.01,0.972,0.032,0.272,0.972,0.0
31,0.7,0.01,0.7,0.01,0.992,0.01,0.292,0.992,0.0
41,0.7,0.01,0.7,0.01,0.996,0.002,0.296,0.996,0.0
51,0.7,0.01,0.7,0.01,1.0,0.002,0.3,1.0,0.0
3,0.7,0.02,0.7,0.02,0.774,0.0,0.074,0.774,0.0
5,0.7,0.02,0.7,0.02,0.845,0.035,0.145,0.845,0.0
7,0.7,0.02,0.7,0.02,0.879,0.017,0.179,0.879,0.0
9,0.7,0.02,0.7,0.02,0.917,0.019,0.217,0.918,0.001
11,0.7,0.02,0.7,0.02,0.918,0.001,0.218,0.918,0.0
21,0.7,0.02,0.7,0.02,0.978,0.03,0.278,0.979,0.001
31,0.7,0.02,0.7,0.02,0.989,0.006,0.289,0.989,0.0
41,0.7,0.02,0.7,0.02,0.996,0.004,0.296,0.996,0.0
51,0.7,0.02,0.7,0.02,0.999,0.002,0.299,0.999,0.0
3,0.7,0.04,0.6999999999999882,0.0399999999999561,0.798,0.0,0.098,0.801,0.003
5,0.7,0.04,0.6999999999999882,0.0399999999999561,0.856,0.029,0.156,0.856,0.0
7,0.7,0.04,0.6999999999999882,0.0399999999999561,0.882,0.013,0.182,0.884,0.002
9,0.7,0.04,0.6999999999999882,0.0399999999999561,0.909,0.014,0.209,0.91,0.001
11,0.7,0.04,0.6999999999999882,0.0399999999999561,0.934,0.013,0.234,0.935,0.001
21,0.7,0.04,0.6999999999999882,0.0399999999999561,0.975,0.02,0.275,0.974,-0.001
31,0.7,0.04,0.6999999999999882,0.0399999999999561,0.992,0.009,0.292,0.992,0.0
41,0.7,0.04,0.6999999999999882,0.0399999999999561,0.992,0.0,0.292,0.995,0.003
51,0.7,0.04,0.6999999999999882,0.0399999999999561,0.998,0.003,0.298,0.999,0.001
3,0.7,0.08,0.6999704381940288,0.0799447318221422,0.767,0.0,0.067,0.776,0.009
5,0.7,0.08,0.6999704381940288,0.0799447318221422,0.825,0.029,0.125,0.824,-0.001
7,0.7,0.08,0.6999704381940288,0.0799447318221422,0.881,0.028,0.181,0.903,0.022
9,0.7,0.08,0.6999704381940288,0.0799447318221422,0.904,0.012,0.204,0.923,0.019
11,0.7,0.08,0.6999704381940288,0.0799447318221422,0.925,0.011,0.225,0.937,0.012
21,0.7,0.08,0.6999704381940288,0.0799447318221422,0.968,0.021,0.268,0.986,0.018
31,0.7,0.08,0.6999704381940288,0.0799447318221422,0.993,0.013,0.293,0.993,0.0
41,0.7,0.08,0.6999704381940288,0.0799447318221422,0.999,0.003,0.299,1.0,0.001
51,0.7,0.08,0.6999704381940288,0.0799447318221422,0.998,-0.001,0.298,0.998,0.0
3,0.7,0.16,0.6885151203927853,0.1484230627507326,0.777,0.0,0.088,0.831,0.054
5,0.7,0.16,0.6885151203927853,0.1484230627507326,0.832,0.027,0.143,0.882,0.05
7,0.7,0.16,0.6885151203927853,0.1484230627507326,0.861,0.015,0.172,0.926,0.065
9,0.7,0.16,0.6885151203927853,0.1484230627507326,0.879,0.009,0.19,0.944,0.065
11,0.7,0.16,0.6885151203927853,0.1484230627507326,0.899,0.01,0.21,0.956,0.057
21,0.7,0.16,0.6885151203927853,0.1484230627507326,0.972,0.036,0.283,0.993,0.021
31,0.7,0.16,0.6885151203927853,0.1484230627507326,0.982,0.005,0.293,1.0,0.018
41,0.7,0.16,0.6885151203927853,0.1484230627507326,0.994,0.006,0.305,0.999,0.005
51,0.7,0.16,0.6885151203927853,0.1484230627507326,1.0,0.003,0.311,1.0,0.0
3,0.7,0.32,0.6126969280273624,0.2328284215085219,0.669,0.0,0.056,0.849,0.18
5,0.7,0.32,0.6126969280273624,0.2328284215085219,0.681,0.006,0.068,0.912,0.231
7,0.7,0.32,0.6126969280273624,0.2328284215085219,0.725,0.022,0.112,0.935,0.21
9,0.7,0.32,0.6126969280273624,0.2328284215085219,0.773,0.024,0.16,0.965,0.192
11,0.7,0.32,0.6126969280273624,0.2328284215085219,0.79,0.009,0.177,0.986,0.196
21,0.7,0.32,0.6126969280273624,0.2328284215085219,0.841,0.025,0.228,0.995,0.154
31,0.7,0.32,0.6126969280273624,0.2328284215085219,0.903,0.031,0.29,1.0,0.097
41,0.7,0.32,0.6126969280273624,0.2328284215085219,0.93,0.014,0.317,1.0,0.07
51,0.7,0.32,0.6126969280273624,0.2328284215085219,0.95,0.01,0.337,1.0,0.05
3,0.7,0.64,0.537215225993422,0.2751427950128484,0.551,0.0,0.014,0.877,0.326
5,0.7,0.64,0.537215225993422,0.2751427950128484,0.569,0.009,0.032,0.918,0.349
7,0.7,0.64,0.537215225993422,0.2751427950128484,0.579,0.005,0.042,0.953,0.374
9,0.7,0.64,0.537215225993422,0.2751427950128484,0.617,0.019,0.08,0.967,0.35
11,0.7,0.64,0.537215225993422,0.2751427950128484,0.573,-0.022,0.036,0.987,0.414
21,0.7,0.64,0.537215225993422,0.2751427950128484,0.649,0.038,0.112,0.998,0.349
31,0.7,0.64,0.537215225993422,0.2751427950128484,0.665,0.008,0.128,1.0,0.335
41,0.7,0.64,0.537215225993422,0.2751427950128484,0.678,0.007,0.141,1.0,0.322
51,0.7,0.64,0.537215225993422,0.2751427950128484,0.691,0.006,0.154,1.0,0.309
3,0.7,1.28,0.5099257037274031,0.2850835894372168,0.515,0.0,0.005,0.878,0.363
