iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal
1000.0,51.0,0.55,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.929,0.9,0.74,0.9,0.906,0.913,1.0,0.913,0.962,0.951
1000.0,51.0,0.55,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.974,0.927,0.792,0.927,0.952,0.943,1.0,0.943,0.969,0.974
1000.0,51.0,0.55,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.973,0.937,0.803,0.937,0.958,0.952,1.0,0.952,0.973,0.979
1000.0,51.0,0.55,,0.12,,0.0,1.0,1.0,0.0,0.0,0.001,0.98,0.951,0.843,0.951,0.971,0.955,1.0,0.955,0.974,0.981
1000.0,51.0,0.6,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.934,0.932,0.646,0.932,0.935,0.978,1.0,0.978,0.981,0.997
1000.0,51.0,0.6,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.924,0.917,0.674,0.917,0.921,0.969,1.0,0.969,0.978,0.991
1000.0,51.0,0.6,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.944,0.934,0.703,0.934,0.95,0.954,1.0,0.954,0.97,0.984
1000.0,51.0,0.6,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.965,0.945,0.735,0.945,0.958,0.956,1.0,0.956,0.973,0.983
1000.0,51.0,0.6,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.957,0.951,0.739,0.951,0.95,0.962,1.0,0.962,0.987,0.975
1000.0,51.0,0.6,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.976,0.954,0.775,0.954,0.97,0.956,1.0,0.956,0.976,0.98
1000.0,51.0,0.6,,0.1,,0.0,1.0,1.0,0.0,0.0,0.001,0.986,0.972,0.843,0.972,0.984,0.98,1.0,0.98,0.984,0.996
1000.0,51.0,0.6,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.993,0.978,0.846,0.978,0.988,0.983,1.0,0.983,0.99,0.993
1000.0,51.0,0.6,,0.12,,0.0,1.0,1.0,0.0,0.0,0.002,0.995,0.982,0.867,0.982,0.988,0.985,1.0,0.985,0.992,0.993
1000.0,51.0,0.7,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.999,1.0,0.75,1.0,0.999,0.999,1.0,0.999,0.999,1.0
1000.0,51.0,0.7,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.996,0.996,0.767,0.996,0.996,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.7,,0.04,,0.0,1.0,1.0,0.0,0.0,0.002,0.999,0.999,0.776,0.999,0.998,0.998,1.0,0.998,0.999,0.999
1000.0,51.0,0.7,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.998,0.997,0.831,0.997,0.998,0.997,1.0,0.997,0.997,1.0
1000.0,51.0,0.7,,0.07,,0.0,1.0,1.0,0.0,0.0,0.001,1.0,1.0,0.847,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.7,,0.08,,0.0,1.0,1.0,0.0,0.0,0.002,1.0,1.0,0.866,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.7,,0.1,,0.0,1.0,1.0,0.0,0.0,0.002,0.999,1.0,0.897,1.0,0.999,0.999,1.0,0.999,0.999,1.0
1000.0,51.0,0.7,,0.11,,0.0,1.0,1.0,0.0,0.0,0.002,1.0,1.0,0.944,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.7,,0.12,,0.0,1.0,1.0,0.0,0.0,0.007,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.02,,0.0,1.0,1.0,0.0,0.0,0.001,0.999,0.999,0.787,0.999,0.999,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.03,,0.0,1.0,1.0,0.0,0.0,0.001,1.0,1.0,0.814,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.04,,0.0,1.0,1.0,0.0,0.0,0.003,1.0,1.0,0.819,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.06,,0.0,1.0,1.0,0.0,0.0,0.002,1.0,1.0,0.878,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.07,,0.0,1.0,1.0,0.0,0.0,0.002,1.0,1.0,0.905,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.08,,0.0,1.0,1.0,0.0,0.0,0.007,0.999,1.0,0.941,1.0,0.999,0.999,1.0,0.999,0.999,1.0
1000.0,51.0,0.75,,0.1,,0.0,1.0,1.0,0.0,0.0,0.013,1.0,1.0,0.959,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.11,,0.0,1.0,1.0,0.0,0.0,0.005,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.75,,0.12,,0.0,1.0,1.0,0.0,0.0,0.014,1.0,1.0,0.966,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.02,,0.0,1.0,1.0,0.0,0.0,0.009,1.0,1.0,0.849,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.03,,0.0,1.0,1.0,0.0,0.0,0.01,1.0,1.0,0.865,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.04,,0.0,1.0,1.0,0.0,0.0,0.008,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.06,,0.0,1.0,1.0,0.0,0.0,0.02,1.0,1.0,0.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.07,,0.0,1.0,1.0,0.0,0.0,0.021,1.0,1.0,0.956,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.08,,0.0,1.0,1.0,0.0,0.0,0.022,1.0,1.0,0.964,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.1,,0.0,1.0,1.0,0.0,0.0,0.036,1.0,1.0,0.979,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.11,,0.0,1.0,1.0,0.0,0.0,0.043,1.0,1.0,0.977,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.8,,0.12,,0.0,1.0,1.0,0.0,0.0,0.041,1.0,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.02,,0.0,1.0,1.0,0.0,0.0,0.099,1.0,1.0,0.959,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.03,,0.0,1.0,1.0,0.0,0.0,0.162,1.0,1.0,0.964,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.04,,0.0,1.0,1.0,0.0,0.0,0.167,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.06,,0.0,1.0,1.0,0.0,0.0,0.208,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.07,,0.0,1.0,1.0,0.0,0.0,0.16,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.08,,0.0,1.0,1.0,0.0,0.0,0.208,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.1,,0.0,1.0,1.0,0.0,0.0,0.191,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.11,,0.0,1.0,1.0,0.0,0.0,0.179,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.9,,0.12,,0.0,1.0,1.0,0.0,0.0,0.15,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.02,,0.0,1.0,1.0,0.0,0.0,0.429,1.0,1.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.03,,0.0,1.0,1.0,0.0,0.0,0.452,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.04,,0.0,1.0,1.0,0.0,0.0,0.486,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.06,,0.0,1.0,1.0,0.0,0.0,0.408,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.07,,0.0,1.0,1.0,0.0,0.0,0.377,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.08,,0.0,1.0,1.0,0.0,0.0,0.359,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.1,,0.0,1.0,1.0,0.0,0.0,0.328,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.11,,0.0,1.0,1.0,0.0,0.0,0.296,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,0.95,,0.12,,0.0,1.0,1.0,0.0,0.0,0.282,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.02,,0.0,1.0,1.0,0.0,0.0,0.833,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.03,,0.0,1.0,1.0,0.0,0.0,0.769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.04,,0.0,1.0,1.0,0.0,0.0,0.687,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.06,,0.0,1.0,1.0,0.0,0.0,0.644,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.07,,0.0,1.0,1.0,0.0,0.0,0.566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.08,,0.0,1.0,1.0,0.0,0.0,0.516,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.1,,0.0,1.0,1.0,0.0,0.0,0.463,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.11,,0.0,1.0,1.0,0.0,0.0,0.403,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000.0,51.0,1.0,,0.12,,0.0,1.0,1.0,0.0,0.0,0.378,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0
